turn,fromRank,fromFile,toRank,toFile,timeSpent,ELO,win
130,7,0,5,1,34,2653,1
132,5,1,7,0,33,2653,1
134,7,0,5,1,34,2653,1
138,5,1,3,2,35,2653,1
150,3,2,1,3,40,2653,1
152,1,3,3,2,38,2653,1
160,3,2,1,3,42,2653,1
162,1,3,3,2,41,2653,1
164,3,2,1,3,41,2653,1
170,1,3,3,2,44,2653,1
172,3,2,1,3,43,2653,1
174,1,3,3,2,44,2653,1
176,3,2,1,3,44,2653,1
178,1,3,3,2,45,2653,1
182,3,2,5,1,46,2653,1
184,5,1,3,2,46,2653,1
186,3,2,5,1,47,2653,1
192,5,1,6,3,49,2653,1
194,6,3,7,5,49,2653,1
210,7,5,5,6,56,2653,1
216,5,6,4,4,55,2653,1
8,7,6,5,5,4,2238,1
22,5,5,6,3,9,2238,1
24,7,1,5,2,12,2238,1
32,5,2,6,4,10,2238,1
36,6,3,4,4,12,2238,1
38,4,4,3,2,10,2238,1
42,6,4,5,2,13,2238,1
44,5,2,4,4,11,2238,1
50,3,2,5,1,15,2238,1
54,5,1,4,3,14,2238,1
6,7,6,5,5,3,2567,1
10,7,1,6,3,5,2567,1
36,6,3,7,5,15,2567,1
38,5,5,6,3,17,2567,1
40,7,5,6,3,11,2567,1
46,6,3,7,5,13,2567,1
60,7,5,6,3,18,2567,1
4,7,1,5,2,2,2522,1
12,7,6,6,4,6,2522,1
2,7,6,5,5,1,2404,0
18,5,5,4,3,8,2404,0
46,7,1,6,3,23,2404,0
48,6,3,5,1,12,2404,0
52,5,1,3,2,14,2404,0
108,3,2,5,3,41,2404,0
114,5,3,4,5,30,2404,0
118,4,5,2,4,30,2404,0
14,7,6,5,5,7,2556,1
24,7,1,6,3,12,2556,1
28,6,3,5,1,8,2556,1
44,5,1,4,3,15,2556,1
56,4,3,3,1,17,2556,1
8,7,6,5,5,4,2078,1
12,7,1,5,2,6,2078,1
18,5,5,4,3,7,2078,1
28,4,3,5,5,9,2078,1
50,5,5,4,3,18,2078,1
52,4,3,5,5,13,2078,1
4,7,6,5,5,2,2308,0
6,5,5,4,3,2,2308,0
12,7,1,5,2,6,2308,0
14,4,3,5,1,5,2308,0
44,5,1,6,3,18,2308,0
54,6,3,5,5,16,2308,0
72,5,5,3,4,22,2308,0
76,3,4,1,5,20,2308,0
78,1,5,2,3,20,2308,0
82,2,3,4,2,21,2308,0
84,4,2,6,3,21,2308,0
86,6,3,4,4,22,2308,0
88,4,4,3,2,22,2308,0
90,3,2,1,1,23,2308,0
92,1,1,0,3,23,2308,0
100,0,3,2,4,27,2308,0
104,2,4,4,5,27,2308,0
8,7,6,5,5,4,2376,1
18,7,1,5,2,9,2376,1
20,5,5,4,7,8,2376,1
4,7,1,5,2,2,1720,0
10,5,2,3,3,4,1720,0
8,7,1,5,2,4,2183,0
4,7,1,5,2,2,2137,1
8,7,6,5,5,4,2137,1
18,5,5,4,3,7,2137,1
20,5,2,4,4,9,2137,1
36,4,3,5,5,13,2137,1
56,5,5,3,6,19,2137,1
68,3,6,4,4,20,2137,1
4,7,1,5,2,2,2631,1
8,7,6,5,5,4,2631,1
22,5,2,6,4,10,2631,1
76,5,5,7,4,36,2631,1
80,7,4,6,2,21,2631,1
10,7,1,6,3,5,2086,0
20,6,3,4,4,7,2086,0
8,7,1,5,2,4,2010,1
12,5,2,6,4,4,2010,1
18,7,6,5,5,9,2010,1
32,5,5,4,7,11,2010,1
54,4,7,5,5,19,2010,1
62,5,5,7,4,17,2010,1
64,6,4,7,2,29,2010,1
72,7,2,5,1,20,2010,1
80,7,4,6,6,24,2010,1
86,6,6,4,7,23,2010,1
88,4,7,5,5,22,2010,1
96,5,5,4,3,26,2010,1
98,4,3,3,1,25,2010,1
8,7,1,6,3,4,2171,1
24,6,3,4,2,10,2171,1
26,7,6,5,5,13,2171,1
28,5,5,3,4,7,2171,1
36,3,4,4,6,11,2171,1
40,4,6,5,4,11,2171,1
6,7,6,5,5,3,2338,1
18,5,5,3,4,7,2338,1
20,3,4,2,2,5,2338,1
2,7,6,5,5,1,2099,0
14,7,1,6,3,7,2099,0
20,5,5,4,7,9,2099,0
22,4,7,2,6,6,2099,0
24,6,3,5,1,8,2099,0
48,5,1,4,3,18,2099,0
50,4,3,2,4,13,2099,0
52,2,4,0,5,13,2099,0
4,7,1,5,2,2,1951,0
8,7,6,5,5,4,1951,0
14,5,5,3,4,5,1951,0
20,5,2,6,4,9,1951,0
28,6,4,4,3,9,1951,0
30,4,3,5,5,8,1951,0
40,5,5,3,4,12,1951,0
10,7,6,5,5,5,2174,0
12,7,1,5,2,6,2174,0
20,5,2,4,4,7,2174,0
24,4,4,5,6,7,2174,0
28,5,6,4,4,8,2174,0
30,5,5,3,4,12,2174,0
46,4,4,3,6,16,2174,0
10,7,6,5,5,5,2332,1
2,7,6,5,5,1,2051,0
6,7,1,6,3,3,2051,0
26,5,5,3,4,12,2051,0
28,3,4,4,6,7,2051,0
38,4,6,6,5,12,2051,0
40,6,5,4,4,10,2051,0
8,7,6,5,5,4,2137,1
12,7,1,6,3,6,2137,1
16,5,5,3,4,6,2137,1
18,6,3,5,5,6,2137,1
30,5,5,4,3,10,2137,1
44,4,3,2,4,14,2137,1
4,7,6,5,5,2,1911,0
10,7,1,5,2,5,1911,0
18,5,5,4,3,8,1911,0
22,5,2,3,1,8,1911,0
38,3,1,1,0,13,1911,0
40,4,3,2,4,15,1911,0
4,7,1,5,2,2,2066,0
6,7,6,5,5,3,2066,0
10,5,5,3,6,3,2066,0
34,5,2,4,4,16,2066,0
36,4,4,2,5,9,2066,0
4,7,6,5,5,2,2058,0
6,5,5,4,3,2,2058,0
12,7,1,5,2,6,2058,0
30,4,3,2,2,13,2058,0
36,5,2,4,4,15,2058,0
6,7,6,5,5,3,2118,0
8,7,1,5,2,4,2118,0
26,5,5,6,3,11,2118,0
34,6,3,5,1,10,2118,0
36,5,2,7,1,16,2118,0
38,7,1,6,3,10,2118,0
42,6,3,4,2,11,2118,0
58,5,1,3,2,20,2118,0
62,3,2,4,4,16,2118,0
64,4,4,2,3,16,2118,0
4,7,1,5,2,2,2159,1
6,7,6,5,5,3,2159,1
8,5,2,4,4,3,2159,1
10,4,4,3,2,3,2159,1
16,5,5,4,3,6,2159,1
18,4,3,3,1,5,2159,1
26,3,1,4,3,8,2159,1
28,4,3,2,2,7,2159,1
4,7,1,5,2,2,2087,1
8,7,6,5,5,4,2087,1
22,5,2,3,3,10,2087,1
24,5,5,4,7,10,2087,1
32,3,3,2,5,10,2087,1
34,2,5,3,3,9,2087,1
2,7,6,5,5,1,2307,1
14,5,5,3,4,6,2307,1
16,3,4,1,3,4,2307,1
24,7,1,6,3,12,2307,1
32,6,3,5,5,10,2307,1
48,5,5,7,4,16,2307,1
2,7,6,5,5,1,1943,0
16,7,1,5,2,8,1943,0
22,5,5,7,4,10,1943,0
24,5,2,4,0,8,1943,0
30,7,4,6,2,9,1943,0
44,4,0,3,2,16,1943,0
48,6,2,5,4,16,1943,0
56,3,2,4,4,17,1943,0
58,4,4,2,5,15,1943,0
2,7,6,5,5,1,2039,1
12,7,1,6,3,6,2039,1
18,5,5,3,4,8,2039,1
32,6,3,5,5,13,2039,1
34,5,5,4,3,9,2039,1
42,4,3,2,2,12,2039,1
4,7,1,5,2,2,1949,0
14,7,6,6,4,7,1949,0
18,5,2,3,3,8,1949,0
22,6,4,4,5,7,1949,0
4,7,6,5,5,2,2015,1
6,7,1,5,2,3,2015,1
12,5,2,4,4,4,2015,1
14,4,4,3,6,4,2015,1
18,3,6,5,7,5,2015,1
8,7,6,5,5,4,2124,1
28,5,5,4,3,12,2124,1
4,7,6,5,5,2,2066,1
8,7,1,6,3,4,2066,1
16,5,5,4,3,7,2066,1
20,4,3,2,2,6,2066,1
30,6,3,5,5,13,2066,1
34,5,5,4,3,9,2066,1
2,7,6,5,5,1,1952,0
16,7,1,5,2,8,1952,0
18,5,5,6,3,8,1952,0
20,6,3,5,1,5,1952,0
22,5,2,3,1,7,1952,0
24,5,1,4,3,7,1952,0
26,3,1,4,3,7,1952,0
28,4,3,3,1,8,1952,0
30,3,1,1,2,8,1952,0
2,7,6,5,5,1,1927,1
14,7,1,5,2,7,1927,1
22,5,2,4,0,7,1927,1
32,4,0,2,1,10,1927,1
34,2,1,0,0,9,1927,1
42,5,5,7,4,20,1927,1
70,7,4,6,6,24,1927,1
6,7,6,5,5,3,2143,1
8,5,5,6,3,2,2143,1
12,7,1,5,2,6,2143,1
28,6,3,5,1,12,2143,1
38,5,1,3,2,12,2143,1
40,3,2,2,4,10,2143,1
42,5,2,4,0,18,2143,1
44,4,0,3,2,11,2143,1
46,3,2,5,1,12,2143,1
72,5,1,3,2,24,2143,1
76,3,2,4,0,20,2143,1
78,4,0,3,2,20,2143,1
86,3,2,1,3,23,2143,1
90,1,3,3,2,23,2143,1
96,3,2,1,3,25,2143,1
2,7,6,5,5,1,2338,1
10,5,5,4,3,4,2338,1
12,4,3,2,2,3,2338,1
22,7,1,5,2,11,2338,1
30,5,2,4,0,9,2338,1
46,4,0,6,1,15,2338,1
50,6,1,4,2,13,2338,1
66,4,2,3,4,20,2338,1
86,3,4,1,3,26,2338,1
94,1,3,2,5,25,2338,1
96,2,5,3,3,24,2338,1
98,3,3,1,4,25,2338,1
100,1,4,2,6,25,2338,1
114,2,6,4,5,32,2338,1
118,4,5,3,3,30,2338,1
122,3,3,5,2,31,2338,1
124,5,2,4,0,31,2338,1
2,7,6,5,5,1,2089,1
18,7,1,5,2,9,2089,1
64,5,2,3,3,27,2089,1
66,3,3,5,4,17,2089,1
70,5,4,4,2,18,2089,1
74,4,2,3,4,19,2089,1
80,3,4,5,3,21,2089,1
86,5,3,3,4,23,2089,1
90,3,4,5,3,23,2089,1
92,5,3,3,4,23,2089,1
96,3,4,4,2,25,2089,1
4,7,1,5,2,2,1943,1
4,7,1,5,2,2,2908,1
8,7,6,5,5,4,2908,1
10,5,5,3,4,3,2908,1
6,7,6,5,5,3,2123,0
8,5,5,6,3,2,2123,0
16,7,1,5,2,8,2123,0
24,5,2,7,1,8,2123,0
34,7,1,5,0,11,2123,0
38,5,0,6,2,10,2123,0
46,6,3,5,5,21,2123,0
50,6,2,5,0,15,2123,0
2,7,6,5,5,1,1930,0
18,5,5,4,7,8,1930,0
24,7,1,6,3,12,1930,0
28,6,3,4,2,8,1930,0
34,4,7,6,6,12,1930,0
42,4,2,3,0,14,1930,0
48,6,6,7,4,15,1930,0
6,7,6,5,5,3,2418,0
22,7,1,6,3,11,2418,0
32,6,3,5,1,10,2418,0
80,5,5,3,4,38,2418,0
86,3,4,1,5,23,2418,0
8,7,6,5,5,4,2115,1
18,7,1,6,3,9,2115,1
22,6,3,7,5,6,2115,1
2,7,6,5,5,1,1938,0
14,5,5,4,7,6,1938,0
24,7,1,5,0,12,1938,0
26,5,0,4,2,7,1938,0
28,4,2,2,3,7,1938,0
38,4,7,2,6,15,1938,0
6,7,6,5,5,3,2106,1
18,7,1,5,2,9,2106,1
2,7,6,5,5,1,1996,1
24,7,1,6,3,12,1996,1
2,7,6,5,5,1,2142,0
6,5,5,4,3,2,2142,0
8,4,3,5,1,2,2142,0
18,7,1,5,2,9,2142,0
24,5,2,3,1,7,2142,0
34,3,1,4,3,11,2142,0
36,4,3,5,5,9,2142,0
12,7,6,6,4,6,2117,1
20,7,1,5,2,10,2117,1
26,6,4,4,5,10,2117,1
28,5,2,3,3,9,2117,1
32,4,5,3,3,9,2117,1
44,3,3,4,5,14,2117,1
12,7,1,5,2,6,2207,1
14,7,6,5,5,7,2207,1
30,5,2,4,4,12,2207,1
4,7,1,5,2,2,2902,1
8,7,6,5,5,4,2902,1
10,5,5,3,4,3,2902,1
22,3,4,4,2,8,2902,1
24,5,2,3,3,11,2902,1
26,4,2,2,3,7,2902,1
28,2,3,0,2,7,2902,1
4,7,1,5,2,2,1945,1
12,7,6,6,4,6,1945,1
18,6,4,4,3,6,1945,1
24,5,2,3,3,11,1945,1
26,3,3,2,5,7,1945,1
2,7,1,5,2,1,2130,0
6,7,6,5,5,3,2130,0
10,5,5,3,4,3,2130,0
22,3,4,2,2,8,2130,0
24,2,2,0,1,6,2130,0
6,7,6,5,5,3,2337,1
10,5,5,4,3,3,2337,1
12,4,3,2,2,3,2337,1
10,7,6,6,4,5,1921,1
18,7,1,5,2,9,1921,1
24,6,4,4,3,9,1921,1
34,5,2,3,3,12,1921,1
2,7,1,5,2,1,2155,0
6,7,6,5,5,3,2155,0
10,5,5,3,4,3,2155,0
22,3,4,2,2,8,2155,0
24,2,2,0,1,6,2155,0
2,7,6,5,5,1,2079,1
4,5,5,3,4,1,2079,1
10,3,4,5,5,4,2079,1
32,7,1,5,0,16,2079,1
34,5,0,6,2,9,2079,1
42,6,2,5,4,12,2079,1
50,5,4,3,3,14,2079,1
66,5,5,6,3,30,2079,1
8,7,6,5,5,4,2420,0
16,7,1,5,2,8,2420,0
18,5,2,3,3,5,2420,0
12,7,1,6,3,6,1976,0
14,7,6,5,5,7,1976,0
48,6,3,4,2,21,1976,0
66,4,2,3,4,21,1976,0
6,7,6,5,5,3,2151,1
10,5,5,4,3,3,2151,1
12,4,3,5,1,3,2151,1
24,7,1,6,3,12,2151,1
34,5,1,4,3,14,2151,1
42,6,3,4,4,15,2151,1
44,4,4,2,5,11,2151,1
6,7,6,5,5,3,2896,1
8,5,5,6,3,2,2896,1
12,7,1,5,2,6,2896,1
26,5,2,3,3,10,2896,1
28,6,3,5,1,12,2896,1
30,5,1,3,2,8,2896,1
2,7,6,5,5,1,2053,0
12,7,1,6,3,6,2053,0
18,5,5,4,7,8,2053,0
4,7,1,5,2,2,2052,1
14,7,6,5,5,7,2052,1
20,5,2,3,3,9,2052,1
40,5,5,4,3,16,2052,1
52,4,3,3,5,16,2052,1
6,7,1,6,3,3,2422,0
10,7,6,5,5,5,2422,0
24,6,3,4,2,10,2422,0
26,5,5,3,4,10,2422,0
40,4,2,3,4,14,2422,0
48,3,4,2,2,17,2422,0
50,2,2,1,4,13,2422,0
6,7,6,5,5,3,2890,1
8,5,5,6,3,2,2890,1
12,7,1,5,2,6,2890,1
26,5,2,3,3,10,2890,1
40,6,3,7,1,18,2890,1
42,7,1,5,2,11,2890,1
52,5,2,7,3,15,2890,1
56,7,3,5,2,15,2890,1
8,7,6,5,5,4,2163,0
12,7,1,5,2,6,2163,0
14,5,2,4,4,4,2163,0
22,5,5,7,4,9,2163,0
46,7,4,6,6,17,2163,0
66,6,6,5,4,21,2163,0
80,5,4,4,2,23,2163,0
84,4,2,5,4,22,2163,0
100,5,4,4,2,29,2163,0
102,4,2,5,4,26,2163,0
104,5,4,4,2,26,2163,0
112,4,2,6,3,30,2163,0
116,6,3,4,2,30,2163,0
128,4,2,2,1,35,2163,0
4,7,1,5,2,2,1898,0
8,7,6,5,5,4,1898,0
12,5,2,3,3,5,1898,0
14,3,3,1,4,4,1898,0
34,5,5,4,7,15,1898,0
6,7,6,5,5,3,2102,1
12,7,1,6,3,6,2102,1
14,5,5,4,3,5,2102,1
42,6,3,5,1,18,2102,1
58,5,1,6,3,18,2102,1
8,7,6,5,5,4,2195,0
14,7,1,5,2,7,2195,0
16,5,2,3,1,4,2195,0
22,5,5,4,3,9,2195,0
28,3,1,2,3,10,2195,0
4,7,1,5,2,2,2157,1
6,7,6,5,5,3,2157,1
32,5,5,4,7,14,2157,1
40,4,7,3,5,12,2157,1
6,7,6,5,5,3,2416,1
10,7,1,5,2,5,2416,1
20,5,2,3,3,7,2416,1
4,7,1,5,2,2,1904,0
8,7,6,5,5,4,1904,0
12,5,2,3,3,5,1904,0
14,3,3,1,4,4,1904,0
34,5,5,4,7,15,1904,0
6,7,6,5,5,3,2911,1
8,5,5,6,3,2,2911,1
12,7,1,5,2,6,2911,1
26,5,2,3,3,10,2911,1
34,6,3,4,2,15,2911,1
36,4,2,3,4,9,2911,1
44,3,4,4,6,13,2911,1
52,4,6,3,4,15,2911,1
8,7,6,5,5,4,2068,1
4,7,1,5,2,2,2076,1
8,7,6,5,5,4,2076,1
22,5,2,4,4,10,2076,1
24,5,5,4,3,10,2076,1
2,7,6,5,5,1,1934,0
20,7,1,6,3,10,1934,0
24,6,3,5,1,7,1934,0
36,5,1,3,0,12,1934,0
38,5,5,4,7,18,1934,0
46,3,0,2,2,14,1934,0
4,7,1,5,2,2,2416,1
6,7,6,5,5,3,2416,1
50,5,2,3,3,24,2416,1
8,7,1,5,2,4,1871,0
10,7,6,5,5,5,1871,0
30,5,2,3,3,13,1871,0
32,3,3,5,2,8,1871,0
34,5,5,3,4,14,1871,0
50,5,2,3,3,17,1871,0
10,7,1,6,3,5,2156,1
32,7,6,5,7,16,2156,1
34,5,7,4,5,9,2156,1
44,4,5,5,3,13,2156,1
46,6,3,5,1,20,2156,1
48,5,1,3,2,12,2156,1
50,3,2,5,3,13,2156,1
60,5,3,4,1,19,2156,1
66,4,1,6,0,18,2156,1
68,6,0,4,1,17,2156,1
82,4,1,2,2,24,2156,1
90,2,2,1,0,24,2156,1
96,1,0,3,1,25,2156,1
98,3,1,2,3,25,2156,1
108,2,3,3,5,29,2156,1
4,7,6,5,5,2,1993,0
6,5,5,4,3,2,1993,0
10,7,1,5,2,5,1993,0
4,7,6,5,5,2,1852,1
6,7,1,5,2,3,1852,1
30,5,2,3,1,13,1852,1
32,3,1,5,2,8,1852,1
82,5,2,3,1,33,1852,1
8,7,1,6,3,4,2176,1
20,7,6,5,5,10,2176,1
28,6,3,7,5,12,2176,1
30,7,5,5,6,8,2176,1
54,5,5,3,4,22,2176,1
56,3,4,5,5,14,2176,1
68,5,6,4,4,26,2176,1
114,5,5,4,7,43,2176,1
8,7,1,5,2,4,1981,0
16,7,6,6,4,8,1981,0
18,6,4,4,5,5,1981,0
22,4,5,3,3,6,1981,0
30,5,2,3,3,13,1981,0
36,3,3,5,2,12,1981,0
38,5,2,4,0,10,1981,0
40,4,0,3,2,10,1981,0
42,3,2,5,1,11,1981,0
70,5,1,6,3,24,1981,0
80,6,3,4,2,22,1981,0
2,7,6,5,5,1,1848,0
4,7,1,5,2,2,1848,0
12,5,2,3,1,5,1848,0
14,3,1,1,2,4,1848,0
16,1,2,0,0,4,1848,0
20,5,5,3,4,9,1848,0
8,7,6,5,5,4,2172,1
10,7,1,6,3,5,2172,1
14,5,5,7,6,5,2172,1
20,7,6,5,5,6,2172,1
28,5,5,3,4,9,2172,1
30,6,3,5,5,12,2172,1
32,5,5,4,3,8,2172,1
4,7,6,5,5,2,2051,1
6,7,1,5,2,3,2051,1
12,5,2,4,0,4,2051,1
16,4,0,2,1,5,2051,1
68,5,5,4,7,33,2051,1
70,4,7,3,5,18,2051,1
76,3,5,2,7,20,2051,1
4,7,6,5,5,2,1852,0
6,7,1,5,2,3,1852,0
12,5,5,4,3,5,1852,0
10,7,1,6,3,5,2168,1
34,6,3,5,1,14,2168,1
36,5,1,6,3,9,2168,1
40,7,6,6,4,20,2168,1
64,6,4,4,5,22,2168,1
68,6,3,7,5,25,2168,1
70,7,5,5,6,18,2168,1
4,7,1,5,2,2,1856,0
6,7,6,5,5,3,1856,0
32,5,2,3,3,15,1856,0
8,7,6,5,5,4,2164,1
10,7,1,6,3,5,2164,1
16,5,5,7,6,6,2164,1
22,7,6,6,4,7,2164,1
4,7,1,5,2,2,1860,0
6,7,6,5,5,3,1860,0
12,5,5,3,6,4,1860,0
14,5,2,4,4,6,1860,0
16,4,4,2,5,4,1860,0
18,3,6,4,4,6,1860,0
20,4,4,5,6,5,1860,0
24,5,6,3,5,7,1860,0
26,3,5,2,7,7,1860,0
8,7,1,6,3,4,2160,1
18,7,6,5,5,9,2160,1
20,6,3,7,5,8,2160,1
30,7,5,6,3,10,2160,1
34,6,3,4,4,9,2160,1
38,5,5,3,6,14,2160,1
40,3,6,1,7,10,2160,1
4,7,6,5,5,2,1865,0
6,7,1,5,2,3,1865,0
22,5,5,3,6,10,1865,0
26,3,6,2,4,7,1865,0
30,5,2,3,3,13,1865,0
8,7,6,5,5,4,2154,1
10,7,1,6,3,5,2154,1
20,5,5,6,7,8,2154,1
24,6,7,4,6,7,2154,1
28,4,6,6,7,8,2154,1
32,6,3,7,5,13,2154,1
40,7,5,6,3,12,2154,1
44,6,3,7,5,12,2154,1
56,7,5,6,3,17,2154,1
70,6,3,5,5,21,2154,1
4,7,6,5,5,2,1871,0
6,7,1,5,2,3,1871,0
16,5,5,4,3,7,1871,0
18,4,3,5,5,5,1871,0
10,7,1,6,3,5,2148,1
38,6,3,5,1,16,2148,1
42,7,6,6,4,21,2148,1
56,5,1,3,0,18,2148,1
60,6,4,4,3,19,2148,1
62,4,3,5,1,16,2148,1
64,3,0,5,1,18,2148,1
66,5,1,4,3,17,2148,1
68,4,3,5,1,17,2148,1
6,7,6,5,5,3,1877,0
8,7,1,5,2,4,1877,0
16,5,5,4,3,6,1877,0
22,5,2,3,1,9,1877,0
28,4,3,2,2,10,1877,0
30,2,2,0,1,8,1877,0
32,3,1,1,0,10,1877,0
34,1,0,3,1,9,1877,0
36,3,1,1,2,9,1877,0
38,1,2,0,0,10,1877,0
12,7,1,6,3,6,2142,1
16,7,6,5,5,8,2142,1
18,5,5,7,6,5,2142,1
24,7,6,5,5,7,2142,1
40,6,3,7,5,17,2142,1
50,7,5,5,6,15,2142,1
56,5,5,3,4,22,2142,1
58,5,6,4,4,16,2142,1
4,7,1,5,2,2,1883,0
6,7,6,5,5,3,1883,0
16,5,2,3,3,7,1883,0
22,3,3,1,2,7,1883,0
8,7,1,6,3,4,2136,1
20,7,6,5,5,10,2136,1
22,6,3,7,5,9,2136,1
24,7,5,5,6,6,2136,1
36,5,5,6,7,13,2136,1
4,7,1,5,2,2,1889,0
6,7,6,5,5,3,1889,0
16,5,2,3,3,7,1889,0
22,5,5,3,4,9,1889,0
8,7,1,6,3,4,2146,0
20,7,6,5,5,10,2146,0
26,6,3,7,5,11,2146,0
28,7,5,5,6,7,2146,0
46,5,5,4,3,18,2146,0
4,7,1,5,2,2,1879,0
20,5,2,3,1,9,1879,0
26,3,1,5,2,8,1879,0
32,7,6,5,5,16,1879,0
36,5,5,4,3,10,1879,0
46,5,2,3,3,16,1879,0
58,3,3,5,2,17,1879,0
10,7,1,6,3,5,2140,1
36,7,6,6,4,18,2140,1
38,6,3,4,2,16,2140,1
44,6,4,4,3,13,2140,1
50,4,3,6,4,14,2140,1
56,4,2,2,1,18,2140,1
58,2,1,4,0,15,2140,1
66,4,0,5,2,18,2140,1
68,5,2,6,4,17,2140,1
70,6,4,4,3,22,2140,1
86,4,3,3,5,25,2140,1
90,3,5,4,3,23,2140,1
94,4,3,2,4,24,2140,1
98,2,4,4,3,25,2140,1
100,4,3,3,5,25,2140,1
102,3,5,1,6,26,2140,1
104,1,6,2,4,26,2140,1
4,7,6,5,5,2,1885,0
16,7,1,6,3,8,1885,0
30,5,5,4,3,14,1885,0
32,4,3,2,4,8,1885,0
36,2,4,0,3,10,1885,0
8,7,1,6,3,4,2134,1
18,7,6,5,5,9,2134,1
20,6,3,7,5,8,2134,1
32,5,5,4,3,11,2134,1
36,7,5,5,6,13,2134,1
38,5,6,4,4,10,2134,1
42,4,4,5,6,11,2134,1
50,5,6,4,4,14,2134,1
56,4,4,2,5,15,2134,1
4,7,6,5,5,2,1891,0
10,7,1,5,2,5,1891,0
38,5,2,6,4,16,1891,0
42,5,5,3,4,20,1891,0
44,3,4,1,3,11,1891,0
46,6,4,4,5,13,1891,0
6,7,1,6,3,3,2144,0
14,7,6,5,5,7,2144,0
30,6,3,5,1,13,2144,0
36,5,1,7,2,10,2144,0
38,7,2,6,4,10,2144,0
40,6,4,5,6,10,2144,0
54,5,6,7,5,17,2144,0
56,7,5,6,3,14,2144,0
66,6,3,7,5,19,2144,0
68,7,5,6,7,17,2144,0
70,5,5,6,3,31,2144,0
74,6,7,5,5,20,2144,0
76,5,5,3,4,19,2144,0
80,6,3,7,5,22,2144,0
88,7,5,6,3,24,2144,0
90,6,3,7,5,23,2144,0
92,7,5,6,7,23,2144,0
94,6,7,4,6,24,2144,0
96,4,6,3,4,24,2144,0
2,7,6,5,5,1,1864,1
6,7,1,5,2,3,1864,1
12,5,2,3,1,4,1864,1
14,3,1,2,3,4,1864,1
16,5,5,3,6,7,1864,1
18,3,6,5,5,5,1864,1
26,5,5,3,4,8,1864,1
28,3,4,1,3,7,1864,1
10,7,1,6,3,5,2155,1
32,7,6,6,4,16,2155,1
46,6,3,5,1,20,2155,1
50,6,4,5,2,17,2155,1
6,7,6,5,5,3,1870,0
12,7,1,5,2,6,1870,0
24,5,2,3,1,9,1870,0
28,3,1,2,3,8,1870,0
10,7,1,6,3,5,2149,1
36,7,6,6,4,18,2149,1
38,6,4,5,6,10,2149,1
42,5,6,3,5,11,2149,1
76,6,3,7,5,35,2149,1
80,7,5,5,6,21,2149,1
112,5,6,6,4,36,2149,1
116,6,4,5,2,30,2149,1
4,7,6,5,5,2,1876,0
8,7,1,5,2,4,1876,0
14,5,2,4,4,5,1876,0
30,4,4,3,6,11,1876,0
6,7,6,5,5,3,2151,1
34,7,1,6,3,17,2151,1
40,6,3,5,5,11,2151,1
44,5,5,3,4,20,2151,1
50,3,4,4,6,14,2151,1
54,4,6,2,7,14,2151,1
12,7,6,5,5,6,2159,1
18,5,5,3,4,6,2159,1
22,7,1,6,3,11,2159,1
30,6,3,5,5,9,2159,1
32,5,5,3,4,8,2159,1
4,7,1,5,2,2,1866,1
6,7,6,5,5,3,1866,1
12,5,5,4,3,4,1866,1
14,4,3,2,2,4,1866,1
16,5,2,4,4,7,1866,1
18,4,4,2,5,5,1866,1
10,7,1,6,3,5,2154,1
26,7,6,5,5,13,2154,1
32,6,3,7,5,13,2154,1
36,7,5,5,6,10,2154,1
38,5,5,4,7,12,2154,1
60,5,6,3,5,21,2154,1
6,7,6,5,5,3,1956,0
14,7,1,5,2,7,1956,0
24,5,5,4,3,10,1956,0
26,5,2,3,3,9,1956,0
30,3,3,5,4,8,1956,0
44,5,4,3,5,14,1956,0
46,3,5,1,6,12,1956,0
10,7,1,6,3,5,2149,1
32,6,3,5,1,13,2149,1
40,7,6,6,4,20,2149,1
42,6,4,5,2,11,2149,1
52,5,1,6,3,18,2149,1
66,6,3,7,5,20,2149,1
68,7,5,5,6,17,2149,1
70,5,6,3,5,18,2149,1
72,5,2,7,3,25,2149,1
86,7,3,6,5,25,2149,1
88,3,5,5,6,26,2149,1
90,6,5,5,3,23,2149,1
16,7,6,5,5,8,2100,0
18,7,1,5,2,9,2100,0
24,5,2,4,4,7,2100,0
46,5,5,4,7,19,2100,0
60,4,7,2,6,18,2100,0
2,7,6,5,5,1,1848,0
6,7,1,5,2,3,1848,0
10,5,5,4,3,4,1848,0
12,4,3,2,2,3,1848,0
24,5,2,3,3,10,1848,0
26,3,3,4,1,7,1848,0
30,4,1,5,3,8,1848,0
36,5,3,6,5,10,1848,0
38,6,5,7,3,10,1848,0
52,7,3,5,2,16,1848,0
4,7,1,5,2,2,1878,0
12,5,2,3,3,5,1878,0
16,3,3,1,4,5,1878,0
20,7,6,5,5,10,1878,0
26,5,5,4,7,8,1878,0
10,7,1,6,3,5,2143,1
4,7,6,5,5,2,1884,0
16,7,1,5,2,8,1884,0
24,5,5,4,7,11,1884,0
28,4,7,6,6,8,1884,0
44,5,2,6,0,18,1884,0
52,6,6,4,5,19,1884,0
6,7,6,5,5,3,2137,1
8,7,1,5,2,4,2137,1
18,5,5,7,6,7,2137,1
26,5,2,4,0,11,2137,1
28,4,0,5,2,7,2137,1
30,5,2,4,0,8,2137,1
32,4,0,5,2,8,2137,1
40,7,6,6,4,15,2137,1
42,5,2,6,0,13,2137,1
46,6,4,4,3,13,2137,1
