turn,fromRank,fromFile,toRank,toFile,timeSpent,ELO,win
58,2,2,1,0,15,2090,0
60,1,0,2,2,15,2090,0
64,2,2,4,3,17,2090,0
4,7,6,5,5,2,2352,1
22,7,1,5,2,11,2352,1
26,5,5,3,6,12,2352,1
38,5,2,4,0,13,2352,1
40,4,0,6,1,10,2352,1
74,6,1,7,3,27,2352,1
94,7,3,6,1,28,2352,1
8,7,6,5,5,4,1960,0
10,7,1,5,2,5,1960,0
38,5,5,6,7,17,1960,0
8,7,1,5,2,4,2548,1
10,5,2,3,1,3,2548,1
12,7,6,6,4,6,2548,1
14,3,1,2,3,4,2548,1
20,6,4,7,2,7,2548,1
26,7,2,5,3,8,2548,1
30,5,3,4,5,8,2548,1
40,4,5,5,7,12,2548,1
44,5,7,3,6,12,2548,1
46,3,6,5,7,12,2548,1
50,5,7,3,6,13,2548,1
14,7,6,5,5,7,1930,0
18,5,5,4,3,5,1930,0
20,7,1,5,2,10,1930,0
22,4,3,2,4,6,1930,0
4,7,1,5,2,2,1905,0
8,7,6,5,5,4,1905,0
22,5,2,4,0,10,1905,0
28,4,0,3,2,8,1905,0
32,3,2,1,1,9,1905,0
36,1,1,3,2,10,1905,0
42,5,5,4,3,19,1905,0
54,3,2,4,4,18,1905,0
56,4,4,6,3,14,1905,0
58,6,3,4,2,15,1905,0
4,7,6,5,5,2,2344,0
26,7,1,6,3,13,2344,0
52,6,3,5,1,19,2344,0
54,5,1,4,3,14,2344,0
58,4,3,2,4,15,2344,0
62,2,4,3,2,16,2344,0
6,7,6,5,5,3,1897,0
10,7,1,5,0,5,1897,0
12,5,0,3,1,3,1897,0
14,3,1,2,3,4,1897,0
2,7,6,5,5,1,1905,0
10,7,1,6,3,5,1905,0
2,7,6,5,5,1,2046,0
14,7,1,5,2,7,2046,0
16,5,2,6,4,4,2046,0
18,5,5,6,3,8,2046,0
28,6,3,5,5,9,2046,0
30,6,4,5,6,11,2046,0
40,5,5,6,7,13,2046,0
50,6,7,4,6,15,2046,0
52,5,6,3,5,18,2046,0
54,4,6,2,7,14,2046,0
56,3,5,2,7,15,2046,0
58,2,7,1,5,15,2046,0
2,7,6,5,5,1,2023,1
6,7,1,5,2,3,2023,1
10,5,5,4,7,4,2023,1
12,4,7,6,6,3,2023,1
22,6,6,5,4,8,2023,1
24,5,4,3,3,6,2023,1
28,3,3,1,2,8,2023,1
30,1,2,0,0,8,2023,1
2,7,6,5,5,1,2064,0
14,7,1,5,2,7,2064,0
16,5,2,6,4,4,2064,0
18,5,5,6,3,8,2064,0
28,6,3,5,5,9,2064,0
30,6,4,5,6,11,2064,0
40,5,5,6,7,13,2064,0
50,6,7,4,6,15,2064,0
52,5,6,3,5,18,2064,0
54,4,6,2,7,14,2064,0
56,3,5,2,7,15,2064,0
58,2,7,1,5,15,2064,0
4,7,1,5,2,2,2306,0
38,7,6,5,7,19,2306,0
50,5,7,6,5,15,2306,0
54,6,5,4,6,14,2306,0
70,4,6,3,4,21,2306,0
90,3,4,1,5,27,2306,0
8,7,1,6,3,4,2132,1
10,7,6,5,5,5,2132,1
20,5,5,7,4,7,2132,1
28,6,3,5,1,12,2132,1
36,5,1,7,2,11,2132,1
42,7,2,5,3,12,2132,1
48,5,3,7,4,13,2132,1
50,7,4,5,5,20,2132,1
62,5,5,7,4,18,2132,1
92,7,4,5,3,30,2132,1
4,7,1,5,2,2,1942,1
6,7,6,5,5,3,1942,1
66,5,2,6,4,32,1942,1
70,5,5,3,4,33,1942,1
72,6,4,4,3,19,1942,1
76,4,3,2,2,20,1942,1
14,7,6,5,5,7,1968,0
18,5,5,6,3,5,1968,0
24,7,1,5,2,12,1968,0
30,5,2,3,1,9,1968,0
32,3,1,5,2,8,1968,0
38,5,2,3,3,11,1968,0
40,3,3,2,1,10,1968,0
44,6,3,4,2,17,1968,0
6,7,6,6,4,3,2091,1
8,7,1,6,3,4,2091,1
22,6,4,5,6,9,2091,1
28,6,3,5,5,12,2091,1
30,5,5,4,7,8,2091,1
50,4,7,3,5,17,2091,1
52,5,6,3,5,20,2091,1
4,7,6,5,5,2,1952,0
6,7,1,5,2,3,1952,0
26,5,5,3,6,12,1952,0
30,3,6,2,4,8,1952,0
36,5,2,3,3,16,1952,0
4,7,1,5,2,2,1701,0
6,5,2,3,3,2,1701,0
10,3,3,1,2,3,1701,0
12,1,2,0,0,3,1701,0
6,7,6,6,4,3,2081,1
8,7,1,6,3,4,2081,1
10,6,4,5,6,3,2081,1
32,5,6,7,5,13,2081,1
46,6,3,4,4,21,2081,1
60,7,5,5,4,22,2081,1
66,5,4,3,3,18,2081,1
68,3,3,5,4,17,2081,1
70,5,4,3,5,18,2081,1
72,3,5,5,6,18,2081,1
74,5,6,7,5,19,2081,1
78,7,5,5,6,20,2081,1
80,5,6,4,4,20,2081,1
88,4,4,3,6,24,2081,1
4,7,1,5,2,2,1963,0
6,7,6,5,5,3,1963,0
44,5,5,7,4,20,1963,0
46,5,2,4,4,22,1963,0
54,4,4,5,6,15,1963,0
6,7,6,6,4,3,2086,0
14,6,4,5,6,5,2086,0
18,5,6,7,5,5,2086,0
20,7,5,6,3,5,2086,0
40,6,3,5,5,15,2086,0
46,5,5,3,6,13,2086,0
48,3,6,2,4,12,2086,0
50,7,1,6,3,25,2086,0
52,6,3,5,1,13,2086,0
72,5,1,6,3,23,2086,0
78,6,3,5,5,21,2086,0
80,5,5,3,6,20,2086,0
82,3,6,2,4,21,2086,0
84,2,4,3,2,30,2086,0
4,7,6,5,5,2,1941,1
6,7,1,5,2,3,1941,1
26,5,5,3,6,12,1941,1
30,3,6,2,4,8,1941,1
36,5,2,3,3,16,1941,1
2,7,6,5,5,1,2002,1
14,7,1,5,2,7,2002,1
16,5,2,6,4,4,2002,1
18,5,5,6,3,8,2002,1
32,6,3,5,5,11,2002,1
36,6,4,5,6,14,2002,1
48,5,5,3,6,16,2002,1
6,7,6,6,4,3,2092,1
24,7,1,6,3,12,2092,1
26,6,4,5,6,11,2092,1
32,6,3,5,5,10,2092,1
48,5,5,6,7,16,2092,1
54,6,7,4,6,15,2092,1
64,5,6,3,5,25,2092,1
4,7,1,5,2,2,1951,0
6,7,6,5,5,3,1951,0
26,5,2,4,4,12,1951,0
28,4,4,2,3,7,1951,0
30,2,3,0,2,8,1951,0
32,0,2,1,4,8,1951,0
6,7,6,6,4,3,2082,1
8,7,1,6,3,4,2082,1
26,6,4,5,6,11,2082,1
32,5,6,6,4,9,2082,1
40,6,3,4,2,18,2082,1
42,4,2,6,1,11,2082,1
44,6,4,7,2,14,2082,1
62,7,2,6,0,20,2082,1
4,7,1,5,2,2,1961,0
6,7,6,5,5,3,1961,0
12,5,5,4,3,4,1961,0
16,5,2,4,4,7,1961,0
22,4,4,2,5,7,1961,0
6,7,6,6,4,3,2071,1
8,7,1,6,3,4,2071,1
14,6,4,5,6,5,2071,1
16,5,6,6,4,4,2071,1
24,6,4,5,6,8,2071,1
26,5,6,6,4,7,2071,1
34,6,4,7,2,10,2071,1
42,7,2,5,1,12,2071,1
56,6,3,7,1,26,2071,1
58,5,1,3,2,18,2071,1
60,3,2,1,3,15,2071,1
62,7,1,6,3,17,2071,1
4,7,6,5,5,2,1973,0
6,7,1,5,2,3,1973,0
34,5,2,3,3,15,1973,0
8,7,6,6,4,4,2059,1
16,6,4,7,2,6,2059,1
28,7,1,6,3,14,2059,1
32,6,3,4,4,9,2059,1
10,7,1,5,2,5,2031,0
16,7,6,6,4,8,2031,0
34,5,2,7,1,14,2031,0
2,7,6,5,5,1,2291,1
12,5,5,3,6,5,2291,1
4,7,1,5,2,2,2425,1
8,5,2,3,3,3,2425,1
6,7,6,5,5,3,2321,1
26,5,5,4,3,11,2321,1
4,7,1,5,2,2,1884,0
8,7,6,5,5,4,1884,0
18,5,2,7,1,8,1884,0
20,7,1,6,3,5,1884,0
30,5,5,4,3,13,1884,0
36,4,3,5,1,10,1884,0
40,6,3,4,4,15,1884,0
8,7,1,5,2,4,2067,0
18,7,6,6,4,9,2067,0
20,5,2,4,0,8,2067,0
22,4,0,2,1,6,2067,0
26,2,1,3,3,7,2067,0
28,6,4,4,5,9,2067,0
44,4,5,5,7,15,2067,0
50,5,7,4,5,14,2067,0
52,4,5,3,3,13,2067,0
56,3,3,4,1,15,2067,0
8,7,1,5,2,4,1954,0
12,7,6,5,5,6,1954,0
38,5,2,4,0,17,1954,0
40,4,0,2,1,10,1954,0
50,2,1,3,3,15,1954,0
54,5,5,3,4,24,1954,0
6,7,1,6,3,3,2206,0
10,7,6,5,5,5,2206,0
44,5,5,4,7,19,2206,0
84,4,7,2,6,31,2206,0
86,2,6,1,4,22,2206,0
88,1,4,2,6,22,2206,0
90,2,6,1,4,23,2206,0
8,7,6,5,5,4,1993,0
10,7,1,5,2,5,1993,0
18,5,5,4,3,7,1993,0
8,7,1,5,2,4,2341,1
10,7,6,5,5,5,2341,1
16,5,5,4,3,5,2341,1
26,4,3,5,1,9,2341,1
36,5,2,6,4,16,2341,1
44,6,4,5,6,13,2341,1
64,5,1,7,2,25,2341,1
4,7,6,5,5,2,2112,1
14,7,1,5,0,7,2112,1
18,5,5,3,4,8,2112,1
34,5,0,7,1,13,2112,1
10,7,6,5,5,5,2012,0
26,7,1,5,2,13,2012,0
28,5,5,3,6,11,2012,0
42,3,6,4,4,14,2012,0
56,5,2,6,4,21,2012,0
58,6,4,4,5,15,2012,0
4,7,6,5,5,2,1755,0
10,7,1,5,2,5,1755,0
18,5,2,6,4,6,1755,0
22,6,4,5,6,6,1755,0
26,5,6,3,5,7,1755,0
32,3,5,2,7,9,1755,0
36,2,7,1,5,10,1755,0
2,7,6,5,5,1,2117,0
8,7,1,6,3,4,2117,0
18,5,5,3,4,8,2117,0
20,3,4,1,3,5,2117,0
44,6,3,5,5,20,2117,0
48,5,5,7,4,13,2117,0
50,7,4,5,3,13,2117,0
70,5,3,3,2,22,2117,0
74,3,2,2,4,19,2117,0
2,7,1,5,2,1,2108,1
4,7,6,5,5,2,2108,1
16,5,2,4,4,7,2108,1
20,5,5,3,4,9,2108,1
6,7,6,6,4,3,2334,1
8,6,4,5,6,2,2334,1
14,5,6,3,7,5,2334,1
6,7,6,5,5,3,2058,1
16,5,5,6,3,6,2058,1
44,7,1,5,2,22,2058,1
46,5,2,7,3,12,2058,1
56,6,3,7,5,24,2058,1
72,7,5,6,3,22,2058,1
74,6,3,4,2,19,2058,1
76,7,3,5,2,26,2058,1
84,5,2,3,3,23,2058,1
2,7,6,5,5,1,2199,1
6,7,1,5,2,3,2199,1
30,5,5,7,4,14,2199,1
56,7,4,5,3,20,2199,1
58,5,3,3,2,15,2199,1
62,3,2,1,1,16,2199,1
64,1,1,3,2,16,2199,1
66,3,2,1,1,17,2199,1
4,7,6,5,5,2,2022,0
12,7,1,5,0,6,2022,0
14,5,0,4,2,4,2022,0
34,5,5,6,7,16,2022,0
36,4,2,5,4,14,2022,0
40,6,7,4,6,11,2022,0
42,5,4,3,5,12,2022,0
76,4,6,3,4,28,2022,0
4,7,6,5,5,2,2037,1
10,7,1,6,3,5,2037,1
20,5,5,3,4,9,2037,1
22,6,3,5,5,8,2037,1
26,5,5,3,4,7,2037,1
8,7,1,6,3,4,2059,1
10,7,6,5,5,5,2059,1
12,6,3,5,5,4,2059,1
18,5,5,6,3,6,2059,1
20,6,3,4,4,5,2059,1
2,7,6,5,5,1,2055,1
12,5,5,3,4,5,2055,1
16,3,4,1,3,5,2055,1
18,7,1,5,2,9,2055,1
44,5,2,6,4,17,2055,1
52,6,4,7,2,15,2055,1
70,7,2,5,3,22,2055,1
74,5,3,3,2,19,2055,1
2,7,1,5,2,1,1946,1
14,7,6,6,4,7,1946,1
44,6,4,5,2,18,1946,1
4,7,1,5,2,2,2432,1
8,7,6,5,5,4,2432,1
14,5,2,4,4,6,2432,1
36,5,5,3,4,16,2432,1
48,4,4,5,2,20,2432,1
50,5,2,6,4,13,2432,1
52,6,4,4,3,13,2432,1
54,4,3,5,5,14,2432,1
60,5,5,3,4,16,2432,1
2,7,6,5,5,1,2151,1
10,7,1,5,2,5,2151,1
26,5,5,3,4,12,2151,1
30,3,4,4,6,8,2151,1
32,4,6,5,4,8,2151,1
40,5,4,4,6,12,2151,1
12,7,6,5,5,6,2417,1
14,5,5,4,7,4,2417,1
16,7,1,6,3,8,2417,1
18,6,3,4,4,5,2417,1
4,7,1,5,2,2,2477,1
8,7,6,5,5,4,2477,1
28,5,5,7,6,12,2477,1
34,5,2,6,4,16,2477,1
42,7,6,5,5,14,2477,1
46,6,4,5,2,14,2477,1
52,5,5,6,3,15,2477,1
54,6,3,4,2,14,2477,1
56,4,2,5,4,14,2477,1
12,7,6,6,4,6,2444,1
20,7,1,5,2,10,2444,1
28,6,4,4,5,11,2444,1
6,7,6,5,5,3,2357,1
10,7,1,6,3,5,2357,1
28,6,3,7,5,11,2357,1
8,7,1,5,2,4,2292,1
12,5,2,3,3,4,2292,1
14,3,3,1,4,4,2292,1
32,7,6,5,5,16,2292,1
2,7,6,5,5,1,2191,1
18,7,1,6,3,9,2191,1
10,7,1,5,2,5,2458,1
12,7,6,5,5,6,2458,1
20,5,5,3,4,7,2458,1
22,3,4,1,3,6,2458,1
6,7,6,5,5,3,2083,1
8,7,1,6,3,4,2083,1
12,5,5,6,3,4,2083,1
20,6,3,5,5,7,2083,1
26,5,5,3,6,8,2083,1
30,3,6,4,4,8,2083,1
34,4,4,3,2,9,2083,1
2,7,6,5,5,1,2291,0
14,5,5,3,4,6,2291,0
16,3,4,2,2,4,2291,0
20,7,1,6,3,10,2291,0
22,6,3,5,5,6,2291,0
28,5,5,6,3,8,2291,0
32,6,3,4,2,9,2291,0
34,4,2,6,3,9,2291,0
50,6,3,5,1,16,2291,0
60,5,1,4,3,17,2291,0
72,4,3,6,4,21,2291,0
74,6,4,5,6,19,2291,0
76,5,6,3,7,19,2291,0
84,3,7,4,5,23,2291,0
6,7,6,5,5,3,2124,0
18,7,1,5,2,9,2124,0
34,5,5,3,6,15,2124,0
46,3,6,4,4,14,2124,0
56,4,4,6,3,16,2124,0
62,6,3,4,2,17,2124,0
74,4,2,6,3,21,2124,0
76,6,3,4,4,19,2124,0
84,4,4,5,2,23,2124,0
88,5,2,4,4,23,2124,0
8,7,6,5,5,4,2403,0
10,7,1,5,2,5,2403,0
50,5,5,6,3,23,2403,0
92,6,3,5,5,33,2403,0
100,5,5,7,4,27,2403,0
102,7,4,6,2,26,2403,0
104,6,2,5,4,26,2403,0
106,5,4,3,3,27,2403,0
108,3,3,5,2,27,2403,0
12,7,6,5,5,6,2184,1
18,7,1,6,3,9,2184,1
30,5,5,7,4,12,2184,1
34,6,3,4,4,12,2184,1
38,7,4,5,5,11,2184,1
40,5,5,4,3,10,2184,1
2,7,6,5,5,1,2211,1
6,7,1,5,2,3,2211,1
34,5,5,3,4,16,2211,1
4,7,1,5,2,2,2344,1
12,5,2,3,1,5,2344,1
16,7,6,5,5,8,2344,1
14,7,6,5,5,7,2689,1
2,7,6,5,5,1,2242,1
18,7,1,5,2,9,2242,1
24,5,2,3,3,7,2242,1
28,3,3,5,2,8,2242,1
32,5,5,4,3,15,2242,1
34,4,3,2,4,9,2242,1
6,7,1,5,2,3,2023,0
10,7,6,5,5,5,2023,0
26,5,5,3,4,10,2023,0
30,3,4,5,5,8,2023,0
36,5,5,4,7,10,2023,0
82,4,7,5,5,32,2023,0
100,5,5,3,4,29,2023,0
104,3,4,2,6,27,2023,0
114,2,6,3,4,31,2023,0
120,3,4,1,3,31,2023,0
124,1,3,3,4,32,2023,0
126,3,4,4,6,32,2023,0
2,7,1,5,2,1,2057,0
4,7,6,5,5,2,2057,0
6,5,5,4,3,2,2057,0
12,4,3,3,5,4,2057,0
14,3,5,5,6,4,2057,0
34,5,2,6,4,16,2057,0
62,5,6,4,4,27,2057,0
66,4,4,2,5,17,2057,0
74,2,5,1,7,20,2057,0
80,1,7,0,5,21,2057,0
84,0,5,2,4,22,2057,0
86,2,4,4,3,22,2057,0
88,4,3,2,2,22,2057,0
2,7,1,5,2,1,2072,0
16,7,6,6,4,8,2072,0
24,6,4,4,3,8,2072,0
38,5,2,4,4,18,2072,0
4,7,6,5,5,2,1895,1
28,7,1,6,3,14,1895,1
30,6,3,4,4,8,1895,1
4,7,1,5,2,2,2233,1
6,7,6,5,5,3,2233,1
22,5,5,4,3,9,2233,1
38,5,2,3,3,18,2233,1
42,3,3,2,5,11,2233,1
2,7,1,5,2,1,2065,1
12,7,6,6,4,6,2065,1
14,5,2,4,4,6,2065,1
18,6,4,7,6,6,2065,1
30,7,6,6,4,10,2065,1
2,7,1,5,2,1,2065,0
12,7,6,6,4,6,2065,0
16,5,2,4,4,7,2065,0
28,6,4,4,5,11,2065,0
48,4,5,2,4,17,2065,0
52,2,4,3,6,14,2065,0
54,3,6,4,4,14,2065,0
60,4,4,2,3,16,2065,0
62,2,3,3,1,16,2065,0
64,3,1,1,0,16,2065,0
66,1,0,3,1,17,2065,0
4,7,6,5,5,2,2245,1
8,7,1,5,2,4,2245,1
12,5,2,3,1,4,2245,1
22,5,5,3,6,10,2245,1
26,3,6,5,7,7,2245,1
34,3,1,1,0,14,2245,1
50,5,7,6,5,18,2245,1
54,6,5,4,4,14,2245,1
2,7,1,5,2,1,2065,0
12,5,2,4,4,5,2065,0
14,7,6,6,4,7,2065,0
22,6,4,5,2,7,2065,0
24,5,2,3,3,6,2065,0
30,4,4,6,3,12,2065,0
36,6,3,4,2,10,2065,0
56,4,2,6,3,19,2065,0
58,6,3,4,4,15,2065,0
70,4,4,3,6,20,2065,0
4,7,6,5,5,2,2084,1
8,5,5,3,6,3,2084,1
10,3,6,1,5,3,2084,1
20,7,1,5,2,10,2084,1
34,5,2,6,4,12,2084,1
2,7,6,5,5,1,2107,1
12,7,1,5,2,6,2107,1
28,5,5,3,6,13,2107,1
36,3,6,2,4,11,2107,1
8,7,6,5,5,4,2090,0
10,7,1,5,2,5,2090,0
18,5,5,6,3,7,2090,0
26,5,2,3,1,10,2090,0
34,6,3,5,1,12,2090,0
38,5,1,3,2,10,2090,0
8,7,6,5,5,4,2298,1
16,7,1,6,3,8,2298,1
26,5,5,4,3,11,2298,1
30,6,3,4,4,11,2298,1
2,7,6,5,5,1,1934,0
18,7,1,5,2,9,1934,0
26,5,2,3,1,8,1934,0
28,3,1,1,0,7,1934,0
4,7,1,5,2,2,2077,1
10,7,6,5,5,5,2077,1
42,5,2,4,4,20,2077,1
46,4,4,3,2,12,2077,1
56,3,2,5,1,16,2077,1
2,7,1,5,2,1,2009,0
6,5,2,4,4,2,2009,0
8,4,4,5,2,2,2009,0
22,7,6,5,7,11,2009,0
26,5,7,4,5,7,2009,0
28,5,2,4,0,12,2009,0
34,4,5,5,3,10,2009,0
46,4,0,5,2,16,2009,0
6,7,6,5,5,3,2548,1
8,5,5,6,3,2,2548,1
12,7,1,5,2,6,2548,1
30,5,2,3,3,12,2548,1
54,6,3,4,2,25,2548,1
14,7,6,5,5,7,1866,0
26,7,1,6,3,13,1866,0
28,6,3,4,2,7,1866,0
30,4,2,2,1,8,1866,0
8,7,1,5,2,4,1845,0
10,7,6,5,5,5,1845,0
12,5,2,4,0,4,1845,0
20,4,0,5,2,7,1845,0
28,5,5,4,3,11,1845,0
30,4,3,3,1,8,1845,0
36,3,1,2,3,10,1845,0
38,2,3,1,1,10,1845,0
2,7,6,5,5,1,2531,1
12,7,1,5,0,6,2531,1
28,5,0,7,1,11,2531,1
30,7,1,6,3,8,2531,1
32,6,3,4,4,8,2531,1
34,5,5,6,3,16,2531,1
40,6,3,5,5,11,2531,1
60,5,5,3,6,20,2531,1
62,3,6,4,4,16,2531,1
74,4,4,5,2,21,2531,1
78,5,2,4,4,20,2531,1
80,4,4,2,5,20,2531,1
6,7,1,5,2,3,1816,0
12,7,6,5,5,6,1816,0
20,5,5,6,3,7,1816,0
28,5,2,3,3,12,1816,0
34,3,3,5,4,10,1816,0
40,6,3,5,5,15,1816,0
8,7,6,5,5,4,2078,1
18,7,1,5,2,9,2078,1
22,5,2,3,3,6,2078,1
32,5,5,4,3,14,2078,1
6,7,6,5,5,3,2080,0
16,7,1,6,3,8,2080,0
22,6,3,5,1,7,2080,0
24,5,1,6,3,6,2080,0
26,6,3,4,4,7,2080,0
56,5,5,7,4,26,2080,0
58,7,4,5,3,15,2080,0
62,5,3,3,2,16,2080,0
4,7,6,5,5,2,2143,0
30,5,5,4,3,14,2143,0
64,7,1,6,3,32,2143,0
66,6,3,4,4,17,2143,0
14,7,6,6,4,7,2511,1
16,7,1,5,2,8,2511,1
28,6,4,4,3,10,2511,1
32,4,3,3,1,9,2511,1
2,7,6,5,5,1,2608,1
14,7,1,6,3,7,2608,1
16,6,3,5,1,4,2608,1
20,5,5,7,4,9,2608,1
24,7,4,5,3,7,2608,1
26,5,1,4,3,9,2608,1
28,4,3,3,1,7,2608,1
36,5,3,4,1,12,2608,1
40,4,1,3,3,11,2608,1
42,3,1,1,2,14,2608,1
46,1,2,0,0,12,2608,1
8,7,6,5,5,4,2517,0
20,7,1,5,2,10,2517,0
26,5,2,3,3,8,2517,0
2,7,6,5,5,1,2538,1
24,7,1,6,3,12,2538,1
30,5,5,3,4,14,2538,1
32,6,3,5,1,10,2538,1
36,3,4,2,2,10,2538,1
38,2,2,3,0,10,2538,1
40,3,0,4,2,10,2538,1
48,4,2,2,1,14,2538,1
2,7,6,5,5,1,2563,0
14,7,1,5,2,7,2563,0
26,5,2,4,4,9,2563,0
40,5,5,3,6,19,2563,0
6,7,1,5,2,3,2613,1
10,5,2,4,4,3,2613,1
12,4,4,5,6,3,2613,1
22,7,6,5,5,11,2613,1
24,5,5,4,7,6,2613,1
26,4,7,2,6,7,2613,1
32,5,6,6,4,13,2613,1
36,6,4,7,6,10,2613,1
38,7,6,5,7,10,2613,1
44,5,7,3,6,12,2613,1
10,7,6,5,5,5,2603,1
12,7,1,5,2,6,2603,1
16,5,2,3,3,5,2603,1
28,5,5,4,3,11,2603,1
30,4,3,2,2,8,2603,1
32,2,2,1,4,8,2603,1
2,7,6,5,5,1,2224,1
4,5,5,3,4,1,2224,1
10,3,4,5,5,4,2224,1
16,7,1,5,2,8,2224,1
28,5,5,6,3,11,2224,1
30,6,3,5,1,8,2224,1
48,5,1,7,0,16,2224,1
54,7,0,6,2,15,2224,1
62,6,2,4,1,17,2224,1
4,7,1,5,2,2,2061,1
16,7,6,5,5,8,2061,1
18,5,2,3,1,8,2061,1
20,3,1,2,3,5,2061,1
32,5,5,6,3,12,2061,1
44,6,3,7,5,14,2061,1
4,7,1,5,2,2,2090,1
8,7,6,5,5,4,2090,1
14,5,5,3,4,5,2090,1
18,5,2,4,4,8,2090,1
20,4,4,3,2,5,2090,1
24,3,2,5,3,7,2090,1
34,5,3,3,2,11,2090,1
40,3,2,2,4,11,2090,1
2,7,6,5,5,1,2820,1
10,5,5,3,4,4,2820,1
18,7,1,5,2,9,2820,1
4,7,6,5,5,2,2784,1
18,7,1,5,2,9,2784,1
20,5,5,3,6,9,2784,1
22,5,2,4,4,6,2784,1
24,4,4,2,5,6,2784,1
26,3,6,4,4,8,2784,1
34,4,4,6,5,10,2784,1
48,6,5,4,6,15,2784,1
2,7,6,5,5,1,2744,0
12,7,1,5,0,6,2744,0
18,5,5,3,6,8,2744,0
26,3,6,5,7,8,2744,0
28,5,7,6,5,7,2744,0
36,5,0,4,2,15,2744,0
40,6,5,5,3,13,2744,0
50,5,3,6,1,15,2744,0
70,6,1,7,3,22,2744,0
74,7,3,5,4,19,2744,0
2,7,6,5,5,1,2862,1
8,5,5,4,3,3,2862,1
10,4,3,2,2,3,2862,1
26,7,1,5,2,13,2862,1
34,5,2,4,4,10,2862,1
36,4,4,2,5,9,2862,1
4,7,1,5,2,2,2762,1
8,7,6,5,5,4,2762,1
32,5,2,7,3,15,2762,1
34,5,5,4,3,15,2762,1
38,4,3,3,1,10,2762,1
50,3,1,4,3,15,2762,1
52,7,3,5,2,18,2762,1
8,7,6,5,5,4,2797,1
10,7,1,6,3,5,2797,1
18,5,5,4,3,7,2797,1
26,4,3,2,4,8,2797,1
56,6,3,7,5,25,2797,1
8,7,6,5,5,4,2673,1
22,7,1,6,3,11,2673,1
34,6,3,7,5,11,2673,1
56,7,5,5,6,19,2673,1
2,7,6,5,5,1,2181,1
32,7,1,6,3,16,2181,1
36,6,3,4,4,10,2181,1
38,5,5,4,7,18,2181,1
46,4,7,3,5,13,2181,1
48,3,5,2,7,12,2181,1
50,2,7,3,5,13,2181,1
52,3,5,2,7,13,2181,1
74,2,7,1,5,24,2181,1
16,7,1,6,3,8,2068,0
30,6,3,4,4,11,2068,0
34,4,4,5,6,9,2068,0
36,7,6,5,7,18,2068,0
38,5,7,6,5,10,2068,0
44,5,6,4,4,13,2068,0
56,4,4,5,6,17,2068,0
62,5,6,6,4,17,2068,0
66,6,4,5,6,17,2068,0
70,5,6,3,5,18,2068,0
74,3,5,1,6,19,2068,0
4,7,1,5,2,2,2091,0
8,7,6,5,5,4,2091,0
10,5,5,3,4,3,2091,0
14,5,2,3,3,6,2091,0
26,3,4,5,5,10,2091,0
30,5,5,7,4,8,2091,0
34,7,4,5,5,9,2091,0
36,5,5,3,4,9,2091,0
4,7,1,5,2,2,2432,1
22,7,6,6,4,11,2432,1
24,6,4,5,6,6,2432,1
36,5,6,7,5,12,2432,1
70,7,5,6,3,26,2432,1
72,6,3,5,5,18,2432,1
74,5,5,4,3,19,2432,1
2,7,6,5,5,1,2548,1
22,7,1,6,3,11,2548,1
30,5,5,4,3,14,2548,1
32,4,3,3,1,8,2548,1
38,6,3,7,1,13,2548,1
58,7,1,6,3,19,2548,1
2,7,6,5,5,1,2262,1
38,7,1,5,2,19,2262,1
44,5,2,4,4,12,2262,1
46,4,4,2,3,12,2262,1
48,2,3,4,4,12,2262,1
58,4,4,2,5,17,2262,1
4,7,1,5,2,2,2050,1
12,7,6,6,4,6,2050,1
20,6,4,5,2,7,2050,1
32,5,2,7,1,11,2050,1
36,7,1,6,3,10,2050,1
42,6,3,5,1,12,2050,1
44,5,1,3,2,11,2050,1
8,7,6,5,5,4,2093,1
18,7,1,6,3,9,2093,1
20,6,3,5,1,5,2093,1
26,5,1,6,3,8,2093,1
28,6,3,4,4,7,2093,1
8,7,6,5,5,4,2065,0
12,7,1,5,2,6,2065,0
24,5,2,4,4,9,2065,0
34,4,4,5,6,11,2065,0
42,5,5,4,3,19,2065,0
60,5,6,6,4,21,2065,0
78,6,4,4,5,24,2065,0
94,4,5,5,3,27,2065,0
98,5,3,3,4,25,2065,0
6,7,6,5,5,3,2077,1
20,7,1,6,3,10,2077,1
22,5,5,7,4,9,2077,1
28,7,4,5,5,8,2077,1
36,5,5,3,4,11,2077,1
46,6,3,5,5,18,2077,1
4,7,1,5,2,2,2106,0
8,7,6,5,5,4,2106,0
20,5,2,4,0,9,2106,0
22,4,0,3,2,6,2106,0
24,3,2,5,1,6,2106,0
30,5,1,3,2,9,2106,0
34,3,2,4,0,9,2106,0
38,4,0,2,1,10,2106,0
42,2,1,4,2,11,2106,0
44,4,2,3,4,11,2106,0
4,7,6,5,5,2,2119,1
12,7,1,5,2,6,2119,1
18,5,5,3,6,8,2119,1
24,3,6,4,4,7,2119,1
26,5,2,4,4,10,2119,1
4,7,1,5,2,2,2260,1
8,7,6,5,5,4,2260,1
18,5,5,4,3,7,2260,1
22,5,2,4,4,10,2260,1
6,7,6,5,5,3,2483,1
8,5,5,6,3,2,2483,1
12,7,1,5,2,6,2483,1
28,6,3,5,1,12,2483,1
34,5,2,3,3,14,2483,1
38,5,1,3,2,12,2483,1
48,3,2,2,0,14,2483,1
54,2,0,3,2,15,2483,1
2,7,6,5,5,1,2255,1
