turn,fromRank,fromFile,toRank,toFile,timeSpent,win
12,7,6,6,4,6,0
18,6,4,7,2,6,0
24,5,2,4,0,11,0
52,7,2,5,3,21,0
56,5,3,3,2,15,0
58,3,2,4,0,15,0
60,4,0,6,1,15,0
78,6,1,7,3,24,0
84,7,3,5,2,22,0
86,5,2,4,4,22,0
90,4,4,3,2,23,0
92,3,2,1,1,23,0
16,7,6,5,5,8,0
22,7,1,5,2,11,0
34,5,2,3,3,11,0
38,5,5,6,3,15,0
40,6,3,4,2,10,0
42,4,2,2,3,11,0
46,2,3,1,5,12,0
58,3,3,2,5,20,0
4,7,1,5,2,2,0
6,7,6,5,5,3,0
12,5,5,4,3,4,0
18,4,3,3,1,6,0
28,3,1,5,0,9,0
52,5,0,4,2,19,0
66,4,2,5,4,20,0
70,5,4,7,5,18,0
80,7,5,5,4,22,0
96,5,4,7,5,28,0
2,7,6,5,5,1,0
12,7,1,5,2,6,0
16,5,5,6,3,7,0
24,6,3,4,4,8,0
26,5,2,4,4,10,0
2,7,6,5,5,1,1
34,7,1,5,2,17,1
42,5,2,4,4,12,1
60,4,4,6,5,19,1
8,7,6,5,5,4,1
14,7,1,5,2,7,1
22,5,2,4,4,7,1
28,4,4,3,2,8,1
2,7,6,5,5,1,0
20,7,1,6,3,10,0
24,6,3,5,5,7,0
44,5,5,4,3,21,0
46,4,3,3,5,12,0
72,3,5,4,3,24,0
74,4,3,2,4,19,0
80,2,4,3,6,21,0
84,3,6,5,5,22,0
16,7,6,5,7,8,1
18,5,7,4,5,5,1
22,7,1,5,2,11,1
24,5,2,4,4,6,1
28,4,5,2,4,9,1
4,7,1,5,2,2,0
10,7,6,5,5,5,0
16,5,2,3,3,7,0
46,3,3,5,2,19,0
2,7,6,5,5,1,1
14,7,1,5,2,7,1
20,5,2,6,4,6,1
26,6,4,7,2,8,1
28,7,2,5,3,7,1
4,7,1,5,2,2,0
12,7,6,5,5,6,0
14,5,2,3,3,6,0
16,5,5,6,3,5,0
34,6,3,4,2,13,0
54,4,2,5,4,18,0
68,5,4,4,2,20,0
74,4,2,3,0,20,0
76,3,0,2,2,19,0
86,2,2,1,4,24,0
2,7,6,5,5,1,1
16,7,1,5,0,8,1
18,5,0,4,2,5,1
22,5,5,4,7,10,1
24,4,7,3,5,6,1
26,3,5,1,4,7,1
2,7,6,5,5,1,1
8,7,1,5,2,4,1
24,5,5,6,3,11,1
28,6,3,4,4,8,1
40,4,4,3,6,13,1
6,7,6,5,5,3,1
10,7,1,6,3,5,1
34,6,3,5,5,14,1
2,7,6,5,5,1,0
22,5,5,6,3,10,0
26,7,1,6,3,13,0
40,6,3,5,5,14,0
54,5,5,3,4,17,0
6,7,6,5,5,3,1
10,7,1,6,3,5,1
34,6,3,5,1,14,1
36,5,1,3,2,9,1
40,3,2,5,3,11,1
42,5,3,3,4,11,1
44,3,4,5,3,11,1
50,5,3,4,5,14,1
60,4,5,3,3,17,1
2,7,6,5,5,1,1
24,7,1,5,2,12,1
26,5,5,4,7,12,1
32,4,7,6,6,9,1
46,5,2,3,3,17,1
48,6,6,4,5,16,1
62,4,5,3,3,19,1
6,7,6,5,5,3,1
14,7,1,5,0,7,1
18,5,0,4,2,5,1
26,5,5,4,7,11,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
12,5,5,3,4,4,1
4,7,1,5,2,2,0
10,7,6,5,5,5,0
20,5,2,3,3,9,0
38,5,5,6,3,16,0
50,6,3,5,1,15,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
20,5,2,4,4,9,1
30,5,5,4,3,13,1
34,4,4,2,5,12,1
36,4,3,2,4,10,1
38,2,5,3,3,10,1
6,7,6,5,5,3,1
18,7,1,6,3,9,1
46,5,5,6,3,21,1
54,6,3,4,4,15,1
2,7,6,5,5,1,1
4,5,5,3,4,1,1
10,3,4,5,5,4,1
12,7,1,5,0,6,1
18,5,0,6,2,6,1
32,5,5,6,3,13,1
34,6,3,4,4,9,1
2,7,6,5,5,1,1
4,5,5,3,4,1,1
8,3,4,5,5,3,1
20,7,1,6,3,10,1
36,5,5,4,3,16,1
44,6,3,4,4,17,1
48,4,3,5,1,15,1
62,5,1,4,3,19,1
70,4,3,6,2,19,1
12,7,6,5,5,6,1
16,7,1,5,2,8,1
2,7,6,5,5,1,1
10,7,1,5,2,5,1
12,5,5,3,4,5,1
14,3,4,1,3,4,1
18,5,2,4,4,6,1
34,4,4,3,2,12,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
34,5,2,6,4,16,1
8,7,1,5,2,4,0
12,7,6,6,4,6,0
16,6,4,4,5,5,0
30,4,5,5,7,11,0
34,5,2,4,4,15,0
44,5,7,3,6,14,0
48,3,6,4,4,13,0
54,4,4,5,2,15,0
56,5,2,6,4,14,0
64,6,4,5,6,18,0
78,5,6,3,5,23,0
2,7,6,5,5,1,0
8,5,5,4,7,3,0
10,7,1,5,2,5,0
18,4,7,6,6,7,0
26,6,6,7,4,8,0
28,5,2,6,4,11,0
30,6,4,4,3,8,0
34,7,4,6,6,10,0
40,6,6,7,4,11,0
44,7,4,5,5,12,0
52,5,5,6,3,15,0
54,6,3,4,2,14,0
58,4,2,3,4,15,0
6,7,6,5,5,3,1
18,7,1,5,2,9,1
28,5,2,3,3,9,1
54,5,5,4,3,25,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
32,5,2,3,1,15,1
6,7,6,5,5,3,1
24,7,1,6,3,12,1
26,5,5,4,3,11,1
28,4,3,5,1,7,1
36,5,1,3,2,11,1
46,6,3,4,2,17,1
52,4,2,3,0,14,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
12,5,5,4,3,3,1
14,4,3,6,2,4,1
18,6,2,5,4,5,1
32,5,4,3,3,11,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
24,5,5,6,3,10,0
42,6,3,5,5,15,0
44,5,5,4,3,11,0
46,4,3,3,5,12,0
64,5,2,4,4,31,0
72,4,4,5,6,20,0
80,5,6,7,5,22,0
90,7,5,6,3,25,0
116,6,3,4,4,35,0
120,4,4,2,5,31,0
6,7,6,5,5,3,1
22,7,1,5,0,11,1
24,5,5,4,3,10,1
6,7,6,5,5,3,0
12,7,1,5,2,6,0
16,5,5,7,4,6,0
18,5,2,3,3,6,0
22,7,4,6,2,7,0
28,6,2,4,3,8,0
2,7,6,5,5,1,1
4,5,5,4,3,1,1
14,7,1,6,3,7,1
18,4,3,3,1,8,1
20,3,1,1,2,5,1
22,1,2,3,3,6,1
38,6,3,7,5,15,1
4,7,6,5,5,2,1
12,7,1,5,0,6,1
18,5,0,4,2,6,1
22,5,5,7,4,10,1
30,7,4,5,3,9,1
32,4,2,5,0,11,1
40,5,0,4,2,12,1
42,4,2,3,4,11,1
48,5,3,4,5,16,1
50,4,5,3,3,13,1
2,7,6,5,5,1,1
10,5,5,4,3,4,1
12,4,3,2,2,3,1
16,7,1,5,2,8,1
22,5,2,4,4,7,1
24,4,4,2,5,6,1
2,7,6,5,5,1,0
4,5,5,3,4,1,0
8,3,4,5,3,3,0
10,5,3,4,5,3,0
26,7,1,5,2,13,0
66,5,2,4,4,26,0
2,7,6,5,5,1,1
12,5,5,3,4,5,1
20,7,1,6,3,10,1
26,3,4,1,3,10,1
28,6,3,4,2,9,1
36,4,2,2,3,11,1
58,2,3,1,1,20,1
60,1,1,2,3,15,1
62,2,3,1,1,16,1
8,7,6,5,5,4,1
10,5,5,4,3,3,1
12,4,3,2,2,3,1
20,7,1,5,2,10,1
34,5,2,3,3,12,1
8,7,6,5,5,4,1
16,7,1,6,3,8,1
18,6,3,5,1,5,1
24,5,1,4,3,7,1
30,5,5,3,4,13,1
44,4,3,3,1,16,1
46,3,1,1,2,12,1
54,1,2,3,1,15,1
62,3,1,2,3,17,1
64,2,3,3,5,16,1
76,3,5,1,4,22,1
78,1,4,2,2,20,1
80,2,2,3,4,20,1
2,7,6,5,5,1,0
14,7,1,5,2,7,0
36,5,2,3,3,14,0
48,3,3,1,4,15,0
4,7,1,5,2,2,1
6,7,6,5,5,3,1
18,5,2,4,4,8,1
22,5,5,7,6,9,1
36,7,6,6,4,12,1
2,7,6,5,5,1,0
12,5,5,4,3,5,0
24,7,1,6,3,12,0
32,6,3,5,1,10,0
34,5,1,3,2,9,0
8,7,1,5,2,4,0
12,7,6,6,4,6,0
20,5,2,4,4,8,0
22,6,4,5,2,8,0
28,5,2,4,4,8,0
2,7,6,5,5,1,0
10,7,1,6,3,5,0
12,5,5,4,7,5,0
14,4,7,3,5,4,0
30,6,3,4,2,12,0
4,7,1,5,2,2,1
6,7,6,5,5,3,1
34,5,5,3,4,15,1
36,5,2,6,4,17,1
54,6,4,4,3,18,1
84,4,3,5,5,28,1
86,5,5,4,3,22,1
96,4,3,2,2,26,1
2,7,6,5,5,1,1
8,5,5,4,3,3,1
10,4,3,2,2,3,1
18,7,1,5,2,9,1
20,5,2,4,0,5,1
28,4,0,5,2,9,1
36,5,2,6,4,11,1
38,6,4,4,3,10,1
4,7,1,5,2,2,0
12,7,6,5,5,6,0
26,5,5,6,3,10,0
32,5,2,4,4,15,0
52,4,4,2,5,18,0
70,2,5,3,3,22,0
2,7,6,5,5,1,1
14,7,1,5,2,7,1
30,5,5,4,3,14,1
2,7,6,5,5,1,1
16,5,5,6,3,7,1
26,6,3,5,5,9,1
28,5,5,3,6,7,1
38,7,1,6,3,19,1
44,3,6,1,5,15,1
46,1,5,3,4,12,1
54,6,3,4,4,17,1
60,4,4,3,6,16,1
66,3,6,1,7,18,1
72,1,7,3,6,19,1
76,3,6,1,5,20,1
78,1,5,2,3,20,1
80,2,3,3,5,20,1
6,7,6,5,5,3,0
12,7,1,5,2,6,0
26,5,5,6,3,11,0
30,5,2,3,3,12,0
32,3,3,1,4,8,0
34,6,3,4,4,10,0
38,4,4,3,6,10,0
42,3,6,5,5,11,0
48,5,5,4,7,13,0
12,7,6,6,4,6,1
14,6,4,4,5,4,1
26,7,1,5,2,13,1
8,7,6,5,5,4,0
20,7,1,6,3,10,0
32,5,5,3,6,14,0
36,6,3,5,5,13,0
52,5,5,3,4,17,0
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,3,4,2,1
10,3,4,5,3,3,1
14,5,3,4,5,4,1
20,4,5,6,4,6,1
22,6,4,5,6,6,1
30,5,6,3,5,9,1
36,3,5,5,6,10,1
56,5,6,3,5,19,1
66,3,5,5,6,19,1
10,7,1,5,2,5,1
24,7,6,5,5,12,1
30,5,5,6,3,9,1
36,6,3,4,2,10,1
38,4,2,2,1,10,1
8,7,6,5,5,4,1
24,7,1,5,2,12,1
40,5,2,4,4,14,1
46,4,4,6,3,13,1
2,7,6,5,5,1,1
20,7,1,6,3,10,1
22,6,3,4,4,6,1
30,4,4,5,6,9,1
34,5,5,3,4,16,1
6,7,6,5,5,3,0
10,7,1,6,3,5,0
22,5,5,4,3,9,0
28,6,3,4,2,11,0
42,4,3,6,4,15,0
44,6,4,4,5,11,0
54,4,5,3,3,16,0
4,7,6,5,5,2,1
8,5,5,3,4,3,1
14,7,1,5,2,7,1
16,3,4,5,5,6,1
20,5,2,3,1,6,1
26,3,1,4,3,8,1
8,7,6,5,5,4,1
18,7,1,6,3,9,1
34,6,3,4,4,12,1
36,5,5,4,3,16,1
38,4,4,5,2,10,1
40,5,2,3,1,10,1
42,3,1,2,3,11,1
12,7,6,6,4,6,1
16,7,1,5,2,8,1
18,6,4,5,6,6,1
38,5,2,7,3,15,1
6,7,6,5,5,3,1
14,7,1,6,3,7,1
22,5,5,7,4,9,1
24,7,4,6,2,6,1
44,6,3,7,5,18,1
46,6,2,7,4,17,1
60,7,4,6,2,18,1
62,6,2,4,1,16,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
32,5,5,4,7,14,1
52,4,7,2,6,18,1
62,5,2,7,3,30,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
30,5,2,6,4,14,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
34,5,2,4,4,16,1
38,5,5,3,6,17,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,3,6,2,1
14,3,6,5,5,5,1
20,5,2,3,1,9,1
22,3,1,2,3,6,1
30,5,5,4,3,11,1
32,4,3,5,5,8,1
38,5,5,3,4,11,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
16,5,2,6,4,7,1
20,6,4,5,6,6,1
30,5,5,3,6,13,1
32,3,6,2,4,8,1
2,7,6,5,5,1,1
10,5,5,3,4,4,1
12,3,4,2,2,3,1
16,7,1,5,2,8,1
4,7,6,5,5,2,0
8,5,5,3,4,3,0
10,3,4,5,5,3,0
22,7,1,6,3,11,0
24,6,3,7,5,6,0
26,7,5,5,6,7,0
28,5,5,6,3,11,0
34,6,3,5,1,10,0
36,5,1,4,3,9,0
38,5,6,3,7,12,0
44,3,7,1,6,12,0
48,4,3,2,4,15,0
50,2,4,3,2,13,0
74,3,2,5,1,24,0
88,5,1,3,2,25,0
8,7,6,5,5,4,0
16,7,1,5,2,8,0
28,5,2,4,4,10,0
30,4,4,5,6,8,0
40,5,6,4,4,12,0
48,5,5,6,3,22,0
50,4,4,3,2,15,0
56,6,3,7,1,16,0
60,7,1,5,2,16,0
74,5,2,4,4,22,0
76,4,4,3,6,19,0
90,3,6,4,4,26,0
112,4,4,2,5,33,0
2,7,6,5,5,1,1
12,5,5,3,4,5,1
16,3,4,4,2,5,1
6,7,6,5,7,3,1
14,5,7,4,5,5,1
22,7,1,6,3,11,1
24,6,3,4,4,6,1
28,4,4,2,5,8,1
36,4,5,3,3,14,1
42,3,3,2,5,12,1
44,2,5,1,7,11,1
46,1,7,2,5,12,1
48,2,5,3,3,12,1
2,7,6,5,5,1,1
12,7,1,5,2,6,1
20,5,2,4,4,7,1
22,4,4,2,5,6,1
26,5,5,7,4,12,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
22,5,2,4,0,10,0
24,4,0,2,1,6,0
28,5,5,4,7,12,0
46,4,7,3,5,16,0
50,3,5,2,3,13,0
54,2,3,3,1,14,0
2,7,6,5,5,1,0
8,5,5,4,3,3,0
10,4,3,2,2,3,0
18,7,1,5,2,9,0
22,5,2,4,0,6,0
38,4,0,3,2,13,0
44,3,2,4,4,12,0
56,4,4,3,6,17,0
58,3,6,5,7,15,0
64,5,7,6,5,17,0
74,6,5,5,7,21,0
76,5,7,4,5,19,0
78,4,5,5,3,20,0
86,5,3,3,2,23,0
94,3,2,5,1,25,0
8,7,6,5,5,4,0
10,7,1,5,2,5,0
18,5,2,3,3,6,0
34,5,5,4,3,15,0
2,7,6,5,5,1,0
18,7,1,5,2,9,0
30,5,5,3,4,14,0
46,5,2,3,3,18,0
48,3,3,2,5,12,0
8,7,6,5,5,4,1
64,7,1,5,2,32,1
70,5,2,6,4,19,1
94,6,4,4,3,29,1
98,4,3,6,4,25,1
100,6,4,4,3,25,1
102,4,3,6,4,26,1
104,6,4,4,3,26,1
2,7,6,5,5,1,0
18,7,1,6,3,9,0
26,6,3,4,2,8,0
30,5,5,3,6,14,0
32,3,6,1,5,8,0
36,4,2,5,4,11,0
46,5,4,4,2,14,0
6,7,6,5,5,3,0
24,7,1,6,3,12,0
34,6,3,4,4,11,0
2,7,6,5,5,1,0
10,7,1,5,2,5,0
22,5,2,4,4,8,0
40,5,5,3,6,19,0
6,7,6,5,5,3,1
12,7,1,6,3,6,1
18,6,3,4,4,6,1
20,5,5,6,3,8,1
28,6,3,4,2,9,1
30,4,2,5,4,8,1
36,5,4,4,2,10,1
38,4,4,5,6,14,1
44,4,2,5,4,13,1
52,5,4,3,3,15,1
54,5,6,7,5,17,1
56,7,5,5,4,14,1
4,7,1,5,2,2,0
12,7,6,5,5,6,0
24,5,2,4,0,11,0
30,5,5,3,6,12,0
2,7,6,5,5,1,1
32,7,1,5,2,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
6,7,1,5,2,3,0
8,7,6,5,5,4,0
22,5,5,6,3,9,0
30,6,3,5,1,9,0
34,5,2,7,1,15,0
36,7,1,6,3,9,0
42,6,3,4,2,12,0
46,4,2,2,1,12,0
48,5,1,6,3,16,0
50,6,3,4,2,13,0
54,4,2,2,1,14,0
6,7,6,5,5,3,1
12,7,1,6,3,6,1
14,6,3,5,1,4,1
28,5,1,6,3,10,1
56,6,3,4,4,21,1
62,5,5,4,3,29,1
2,7,6,5,5,1,1
16,7,1,6,3,8,1
32,6,3,4,4,12,1
42,5,5,7,4,20,1
46,7,4,5,3,12,1
60,5,3,4,5,18,1
62,4,5,2,4,16,1
64,2,4,1,2,16,1
66,1,2,3,1,17,1
68,3,1,5,0,17,1
74,5,0,3,1,20,1
80,3,1,2,3,21,1
82,2,3,0,2,21,1
84,0,2,1,4,21,1
86,1,4,2,6,22,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
12,5,5,4,3,3,1
14,4,3,6,2,4,1
18,6,2,5,4,5,1
46,5,4,6,6,18,1
48,6,6,5,4,12,1
70,5,4,3,3,23,1
74,3,3,1,2,19,1
84,1,2,3,3,23,1
86,3,3,5,4,22,1
2,7,6,5,5,1,1
12,7,1,6,3,6,1
46,5,5,3,4,22,1
54,6,3,5,5,24,1
70,5,5,4,3,21,1
76,4,3,3,1,20,1
78,3,1,5,2,20,1
82,5,2,4,0,21,1
84,4,0,3,2,21,1
100,3,2,2,4,29,1
2,7,6,5,5,1,1
16,5,5,4,3,7,1
20,7,1,5,2,10,1
14,7,1,6,3,7,0
20,7,6,5,5,10,0
24,5,5,4,3,7,0
26,4,3,3,1,7,0
32,3,1,4,3,9,0
36,6,3,4,4,14,0
50,4,3,3,5,17,0
58,3,5,2,3,16,0
78,2,3,4,2,24,0
80,4,2,6,1,20,0
82,6,1,5,3,21,0
4,7,1,5,2,2,1
12,7,6,5,5,6,1
28,5,5,4,3,11,1
30,5,2,3,3,14,1
6,7,6,5,5,3,1
12,7,1,6,3,6,1
14,6,3,5,1,4,1
26,5,5,6,3,11,1
30,5,1,6,3,11,1
44,6,3,5,5,15,1
46,5,5,7,4,12,1
54,7,4,6,2,15,1
64,6,2,4,1,18,1
68,4,1,3,3,18,1
72,3,3,1,2,19,1
2,7,6,5,5,1,1
12,5,5,4,3,5,1
14,7,1,5,2,7,1
16,4,3,5,1,5,1
20,5,2,4,0,6,1
30,5,1,3,2,11,1
32,3,2,1,1,8,1
34,4,0,3,2,12,1
36,1,1,3,2,10,1
38,3,2,1,1,10,1
40,1,1,3,2,10,1
44,3,2,1,1,12,1
46,1,1,3,2,12,1
48,3,2,1,1,12,1
56,1,1,2,3,16,1
62,2,3,0,4,17,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
24,5,2,6,4,11,1
36,5,5,6,7,16,1
38,6,4,7,6,13,1
50,7,6,6,4,15,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
20,5,2,4,0,9,1
34,4,0,3,2,12,1
2,7,6,5,5,1,1
14,7,1,5,0,7,1
16,5,0,4,2,4,1
22,5,5,4,3,10,1
30,4,2,2,3,11,1
24,7,1,6,3,12,1
26,6,3,5,1,7,1
28,5,1,3,2,7,1
38,7,6,5,7,19,1
46,5,7,4,5,13,1
78,4,5,3,7,27,1
2,7,6,5,5,1,1
14,5,5,3,4,6,1
16,3,4,2,2,4,1
22,7,1,5,2,11,1
24,5,2,4,0,6,1
40,4,0,5,2,14,1
14,7,1,5,2,7,1
18,7,6,6,4,9,1
34,6,4,4,3,12,1
38,5,2,7,1,15,1
46,7,1,6,3,13,1
2,7,6,5,5,1,1
10,7,1,5,2,5,1
22,5,2,3,1,8,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,3,4,3,1
26,3,4,5,5,10,1
32,5,5,3,4,9,1
34,3,4,2,6,9,1
2,7,6,5,5,1,0
10,7,1,5,2,5,0
22,5,2,4,0,8,0
28,4,0,6,1,8,0
36,5,5,6,3,17,0
38,6,3,4,4,10,0
48,6,1,4,0,17,0
64,4,0,3,2,20,0
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,4,3,2,1
14,4,3,5,1,5,1
30,5,2,6,4,14,1
32,6,4,4,5,8,1
36,5,1,3,2,14,1
40,3,2,4,0,11,1
42,4,0,5,2,11,1
46,5,2,3,1,12,1
2,7,6,5,5,1,1
12,7,1,6,3,6,1
18,6,3,4,4,6,1
20,5,5,3,6,9,1
10,7,1,5,2,5,1
12,7,6,5,5,6,1
20,5,2,3,3,7,1
26,5,5,6,3,10,1
32,6,3,4,4,9,1
42,4,4,3,6,13,1
50,3,6,4,4,14,1
52,4,4,5,2,13,1
58,5,2,4,4,16,1
72,4,4,6,3,21,1
76,6,3,4,4,20,1
86,4,4,2,5,24,1
88,2,5,1,3,22,1
92,1,3,0,5,24,1
2,7,6,5,5,1,1
8,7,1,5,2,4,1
24,5,5,4,3,11,1
2,7,6,5,5,1,1
14,7,1,5,0,7,1
16,5,5,3,6,7,1
22,3,6,5,5,7,1
26,5,5,4,7,7,1
28,4,7,3,5,7,1
34,3,5,1,6,10,1
2,7,6,5,5,1,1
14,7,1,5,2,7,1
16,5,2,6,4,4,1
18,5,5,6,3,8,1
32,6,3,7,5,11,1
34,7,5,5,4,9,1
44,5,4,3,3,13,1
2,7,6,5,5,1,1
8,7,1,5,2,4,1
14,5,5,3,4,6,1
28,3,4,5,5,10,1
32,5,5,6,3,9,1
46,5,2,6,0,21,1
50,6,0,7,2,13,1
52,7,2,5,1,13,1
54,5,1,6,3,14,1
56,6,3,5,5,20,1
58,5,5,3,4,15,1
76,3,4,2,2,23,1
84,2,2,4,3,23,1
86,4,3,5,1,22,1
88,5,1,3,2,22,1
90,3,2,2,4,23,1
112,2,4,4,3,33,1
114,4,3,3,5,29,1
116,3,5,5,4,29,1
118,5,4,3,3,30,1
120,3,3,5,2,30,1
138,5,2,4,0,39,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,7,1,8,1
20,7,1,6,3,5,1
38,6,3,4,4,14,1
44,5,5,6,3,20,1
50,6,3,7,5,14,1
62,7,5,5,6,18,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
20,5,2,3,3,9,1
30,5,5,6,3,12,1
36,6,3,5,5,10,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
14,5,5,7,4,4,1
18,7,4,6,2,5,1
22,6,2,5,4,6,1
24,5,4,3,3,6,1
2,7,6,5,5,1,1
16,7,1,6,3,8,1
20,6,3,5,1,6,1
32,5,1,6,3,11,1
40,6,3,5,5,12,1
66,5,5,4,3,32,1
10,7,6,5,5,5,1
12,7,1,6,3,6,1
18,5,5,4,3,6,1
40,6,3,4,2,17,1
46,4,3,5,1,18,1
2,7,6,5,5,1,1
8,5,5,4,3,3,1
10,4,3,2,2,3,1
36,7,1,5,2,18,1
38,5,2,3,3,10,1
42,3,3,2,5,11,1
4,7,1,5,2,2,1
16,5,2,7,1,7,1
20,7,6,5,5,10,1
30,7,1,6,3,11,1
32,5,5,7,4,11,1
34,7,4,6,6,9,1
36,6,3,4,4,10,1
48,4,4,5,6,15,1
54,5,6,4,4,15,1
70,6,6,7,4,26,1
74,7,4,5,3,19,1
2,7,6,5,5,1,1
14,7,1,5,0,7,1
26,5,0,4,2,9,1
30,5,5,6,3,14,1
32,6,3,4,4,8,1
34,4,2,5,0,10,1
48,4,4,2,3,16,1
60,5,0,6,2,21,1
6,7,6,5,5,3,1
10,7,1,6,3,5,1
12,5,5,4,7,4,1
18,4,7,3,5,6,1
28,6,3,5,1,11,1
30,5,1,3,2,8,1
2,7,6,5,5,1,1
8,5,5,4,3,3,1
10,4,3,2,2,3,1
16,7,1,5,2,8,1
22,5,2,4,0,7,1
44,4,0,3,2,16,1
48,3,2,4,4,13,1
50,4,4,6,3,13,1
56,6,3,5,5,15,1
4,7,1,5,2,2,1
14,7,6,6,4,7,1
28,6,4,5,6,10,1
38,5,6,3,5,12,1
50,3,5,5,4,15,1
66,5,4,6,6,20,1
90,6,6,4,7,28,1
92,4,7,3,5,23,1
94,3,5,4,3,24,1
100,4,3,5,5,26,1
102,5,5,3,6,26,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
22,3,4,2,2,9,1
34,7,1,6,3,17,1
40,6,3,5,5,11,1
48,5,5,6,3,14,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
22,5,2,6,4,10,0
16,7,6,6,4,8,1
18,7,1,5,2,9,1
24,6,4,5,2,8,1
36,5,2,4,0,12,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
10,3,4,2,2,3,1
16,7,1,6,3,8,1
18,6,3,4,2,5,1
28,4,2,5,4,9,1
38,5,4,3,5,12,1
42,3,5,1,4,11,1
60,1,4,3,5,19,1
66,3,5,1,4,18,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
22,5,5,3,6,9,0
26,3,6,4,4,7,0
52,4,4,2,3,19,0
4,7,6,5,5,2,1
6,5,5,4,3,2,1
8,7,1,5,2,4,1
10,4,3,5,1,3,1
34,5,1,4,3,14,1
56,5,2,4,4,26,1
70,4,4,2,5,21,1
8,7,6,5,5,4,1
22,7,1,6,3,11,1
38,5,5,4,3,17,1
40,6,3,5,5,14,1
44,5,5,3,4,12,1
46,4,3,3,5,13,1
48,3,5,5,6,12,1
52,3,4,5,3,15,1
54,5,6,3,7,15,1
56,5,3,4,5,15,1
64,4,5,2,6,18,1
66,3,7,1,6,19,1
68,1,6,3,5,17,1
76,3,5,2,7,21,1
6,7,6,5,5,3,1
16,5,5,4,3,6,1
20,4,3,2,2,6,1
22,7,1,6,3,11,1
36,6,3,5,1,12,1
2,7,6,5,5,1,1
12,5,5,4,3,5,1
14,7,1,6,3,7,1
38,6,3,5,1,15,1
40,5,1,3,2,10,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
20,5,5,7,4,8,1
22,5,2,6,4,8,1
26,7,4,5,3,8,1
30,6,4,4,5,9,1
36,4,5,5,3,10,1
38,5,3,6,1,12,1
40,6,1,4,2,10,1
50,4,2,5,0,15,1
56,5,0,7,1,15,1
72,7,1,6,3,22,1
80,6,3,5,5,22,1
82,5,5,3,4,21,1
4,7,1,5,2,2,0
22,7,6,5,5,11,0
24,5,5,4,3,6,0
30,4,3,3,1,9,0
34,3,1,2,3,9,0
42,2,3,4,4,12,0
60,4,4,5,2,19,0
8,7,6,5,5,4,1
24,7,1,5,2,12,1
26,5,2,3,1,7,1
32,5,5,4,3,14,1
34,3,1,4,3,10,1
40,4,3,5,1,12,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
32,5,2,4,0,15,1
38,5,5,3,4,17,1
54,4,0,3,2,19,1
60,3,2,1,3,16,1
2,7,6,5,5,1,1
36,7,1,6,3,18,1
38,6,3,5,5,10,1
8,7,6,5,5,4,1
14,5,5,4,3,5,1
16,7,1,5,2,8,1
18,4,3,2,2,5,1
20,5,2,3,3,6,1
8,7,6,5,5,4,1
16,7,1,5,2,8,1
20,5,2,3,3,6,1
22,5,5,6,3,9,1
32,6,3,4,4,10,1
8,7,6,5,5,4,0
10,7,1,5,2,5,0
14,5,5,4,3,5,0
24,4,3,5,5,8,0
8,7,6,5,5,4,1
10,7,1,5,2,5,1
14,5,5,4,3,5,1
28,4,3,5,5,10,1
2,7,6,5,5,1,0
12,7,1,6,3,6,0
18,6,3,5,1,6,0
24,5,5,4,3,11,0
26,5,1,4,3,8,0
32,4,3,3,1,10,0
2,7,6,5,5,1,1
12,5,5,4,3,5,1
18,7,1,6,3,9,1
26,6,3,5,5,8,1
28,5,5,3,6,7,1
2,7,6,5,5,1,1
10,7,1,6,3,5,1
24,5,5,3,4,11,1
62,6,3,5,5,28,1
68,5,5,6,7,18,1
74,6,7,5,5,20,1
78,5,5,6,3,20,1
86,6,3,4,4,23,1
