turn,fromRank,fromFile,toRank,toFile,timeSpent,win
20,5,5,7,4,9,1
22,7,4,5,3,6,1
2,7,6,5,5,1,0
4,5,5,4,3,1,0
8,4,3,5,1,3,0
18,7,1,5,2,9,0
26,5,1,6,3,11,0
28,6,3,7,5,7,0
34,5,2,3,1,12,0
36,3,1,1,0,9,0
38,7,5,5,4,12,0
40,1,0,3,1,11,0
42,3,1,5,2,11,0
54,5,4,3,3,17,0
56,5,2,3,3,17,0
2,7,6,5,5,1,1
26,7,1,5,2,13,1
2,7,1,5,2,1,1
14,7,6,6,4,7,1
24,6,4,4,3,8,1
12,7,6,5,5,6,0
20,5,5,3,4,7,0
24,7,1,6,3,12,0
28,6,3,5,5,8,0
2,7,6,5,5,1,1
20,5,5,4,7,9,1
22,7,1,5,2,11,1
32,5,2,4,4,10,1
40,4,7,5,5,15,1
52,5,5,3,4,16,1
2,7,6,5,5,1,1
12,7,1,6,3,6,1
14,5,5,4,3,6,1
20,4,3,3,1,6,1
24,6,3,5,5,9,1
26,3,1,4,3,8,1
28,5,5,4,3,8,1
30,4,3,5,5,8,1
54,5,5,4,3,19,1
56,4,3,2,2,14,1
68,2,2,0,3,20,1
74,0,3,2,2,20,1
8,7,1,5,2,4,1
22,7,6,5,7,11,1
32,5,7,4,5,10,1
36,4,5,3,3,10,1
80,3,3,5,2,31,1
2,7,6,5,5,1,0
6,7,1,5,2,3,0
30,5,2,3,3,13,0
38,3,3,1,2,11,0
40,1,2,0,0,10,0
58,0,0,1,2,19,0
60,1,2,3,3,15,0
78,3,3,1,4,24,0
80,1,4,2,2,20,0
8,7,1,5,2,4,0
12,7,6,6,4,6,0
14,6,4,5,6,4,0
32,5,2,4,0,14,0
14,7,1,5,2,7,0
16,5,2,3,3,4,0
18,7,6,6,4,9,0
20,6,4,5,2,5,0
22,5,2,4,0,6,0
36,4,0,5,2,12,0
52,5,2,4,4,17,0
56,4,4,2,3,15,0
68,2,3,4,2,20,0
70,4,2,6,1,18,0
86,6,1,7,3,25,0
90,7,3,5,4,23,0
94,5,4,4,2,24,0
4,7,1,5,2,2,1
14,5,2,3,3,6,1
16,7,6,6,4,8,1
24,3,3,1,4,8,1
34,6,4,5,2,13,1
2,7,6,5,5,1,0
14,7,1,5,2,7,0
26,5,2,3,1,9,0
28,3,1,1,2,7,0
30,1,2,0,0,8,0
32,0,0,2,1,8,0
14,7,1,5,2,7,0
20,7,6,5,5,10,0
28,5,5,4,3,9,0
38,5,2,4,4,15,0
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,3,4,2,1
28,5,2,4,4,13,1
10,7,1,6,3,5,1
20,7,6,5,5,10,1
6,7,6,5,5,3,1
12,7,1,5,2,6,1
26,5,2,4,4,10,1
28,5,5,6,3,12,1
34,6,3,4,2,10,1
8,7,6,5,5,4,1
12,7,1,5,2,6,1
14,5,5,4,3,5,1
34,5,2,7,3,14,1
2,7,6,5,5,1,0
18,7,1,5,2,9,0
24,5,5,3,4,11,0
26,3,4,1,3,7,0
28,1,3,3,2,7,0
8,7,6,5,5,4,1
16,7,1,6,3,8,1
20,5,5,4,3,8,1
30,4,3,5,5,10,1
36,5,5,7,4,10,1
48,7,4,6,2,15,1
50,6,3,5,1,21,1
54,6,2,5,0,15,1
8,7,6,5,5,4,0
18,5,5,6,3,7,0
20,7,1,5,2,10,0
24,6,3,4,2,7,0
26,4,2,3,4,7,0
32,5,2,6,4,11,0
36,3,4,1,3,11,0
42,1,3,3,2,12,0
6,7,6,5,5,3,1
20,5,5,4,3,8,1
30,7,1,5,0,15,1
10,7,1,5,2,5,1
12,7,6,5,5,6,1
24,5,5,4,3,9,1
28,5,2,7,1,11,1
38,7,1,5,0,12,1
52,5,0,3,1,16,1
2,7,6,5,5,1,0
14,5,5,4,7,6,0
20,7,1,5,2,10,0
22,5,2,6,4,6,0
30,6,4,4,5,9,0
32,4,5,2,4,8,0
34,4,7,5,5,13,0
8,7,1,5,2,4,1
12,7,6,5,5,6,1
24,5,5,6,3,9,1
28,5,2,3,1,12,1
30,3,1,5,2,8,1
36,5,2,4,4,10,1
40,4,4,3,6,11,1
44,6,3,4,4,16,1
4,7,1,5,2,2,1
16,7,6,5,5,8,1
26,5,2,7,3,12,1
36,7,3,5,4,11,1
60,5,4,6,6,21,1
62,6,6,5,4,16,1
64,5,4,6,6,16,1
66,6,6,5,4,17,1
74,5,4,7,3,20,1
76,7,3,5,2,19,1
80,5,2,4,4,21,1
84,4,4,2,3,22,1
86,2,3,4,2,22,1
88,4,2,5,0,22,1
90,5,0,7,1,23,1
4,7,1,5,2,2,1
8,7,6,6,4,4,1
14,6,4,4,3,5,1
22,4,3,5,5,7,1
30,5,5,3,4,9,1
2,7,6,5,5,1,1
22,7,1,6,3,11,1
26,5,5,6,3,12,1
32,6,3,5,5,9,1
2,7,6,5,5,1,1
4,5,5,4,3,1,1
16,7,1,6,3,8,1
24,4,3,6,2,11,1
28,6,2,5,4,8,1
38,5,4,7,3,12,1
52,7,3,5,2,16,1
54,5,2,3,1,14,1
2,7,6,5,5,1,0
28,7,1,5,2,14,0
38,5,5,3,6,18,0
40,3,6,2,4,10,0
74,5,2,3,1,30,0
2,7,6,5,5,1,1
14,5,5,3,4,6,1
18,3,4,2,2,5,1
24,7,1,5,2,12,1
28,5,2,6,4,8,1
38,6,4,5,2,12,1
42,5,2,6,0,11,1
44,6,0,4,1,11,1
86,4,1,2,2,32,1
90,2,2,3,4,40,1
92,3,4,1,3,23,1
94,1,3,3,4,24,1
2,7,6,5,5,1,0
6,7,1,5,2,3,0
14,5,2,3,3,5,0
42,5,5,4,7,20,0
48,4,7,6,6,13,0
66,6,6,4,7,21,0
70,4,7,5,5,18,0
78,5,5,6,3,21,0
82,6,3,4,2,21,0
112,4,2,2,1,35,0
114,2,1,1,3,29,0
116,1,3,2,5,29,0
118,2,5,3,7,30,0
2,7,6,5,5,1,1
4,5,5,4,3,1,1
8,4,3,5,1,3,1
12,7,1,5,2,6,1
26,5,2,4,4,10,1
34,4,4,6,3,10,1
36,6,3,5,5,9,1
38,5,5,3,4,10,1
46,3,4,1,3,13,1
60,5,1,4,3,28,1
72,4,3,2,2,21,1
76,2,2,4,3,20,1
80,4,3,5,5,21,1
84,5,5,3,4,22,1
90,3,4,1,5,24,1
92,1,5,3,6,23,1
94,3,6,1,7,24,1
96,1,7,3,6,24,1
98,3,6,1,7,25,1
100,1,7,0,5,25,1
102,0,5,1,7,26,1
4,7,6,5,5,2,1
18,5,5,6,3,8,1
34,7,1,5,0,17,1
36,5,0,6,2,9,1
40,6,2,4,1,11,1
8,7,1,5,2,4,1
16,7,6,6,4,8,1
22,5,2,4,4,9,1
30,6,4,4,5,11,1
42,4,5,2,4,13,1
50,2,4,3,6,14,1
8,7,6,5,5,4,1
16,7,1,5,2,8,1
18,5,2,3,3,5,1
30,5,5,4,7,13,1
32,4,7,6,6,8,1
38,6,6,5,4,11,1
44,5,4,4,6,12,1
48,4,6,2,5,13,1
2,7,6,5,5,1,1
10,7,1,5,2,5,1
32,5,5,3,4,15,1
2,7,6,5,5,1,1
14,5,5,4,7,6,1
18,4,7,3,5,5,1
46,7,1,5,0,23,1
54,5,0,6,2,15,1
56,6,2,5,4,14,1
58,5,4,6,2,15,1
4,7,1,5,2,2,1
14,7,6,6,4,7,1
18,5,2,3,3,8,1
30,6,4,5,6,11,1
36,5,6,3,5,10,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,4,3,3,1
14,4,3,6,2,4,1
16,6,2,5,4,4,1
18,5,2,4,0,8,1
20,4,0,3,2,5,1
32,5,4,6,2,12,1
52,6,2,7,0,18,1
54,7,0,6,2,14,1
64,6,2,7,0,18,1
66,7,0,6,2,17,1
74,6,2,5,0,20,1
2,7,6,5,5,1,1
18,7,1,6,3,9,1
22,5,5,4,7,10,1
24,4,7,2,6,6,1
28,6,3,5,5,9,1
6,7,6,5,5,3,1
12,7,1,5,2,6,1
20,5,5,3,6,8,1
22,3,6,4,4,6,1
28,4,4,2,5,8,1
40,5,2,4,4,17,1
42,4,4,2,3,11,1
4,7,1,5,2,2,0
18,7,6,5,5,9,0
20,5,5,3,4,5,0
40,5,2,3,3,19,0
12,7,1,6,3,6,1
14,6,3,5,1,4,1
24,7,6,5,7,12,1
28,5,7,4,5,8,1
50,5,1,6,3,21,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
24,5,5,4,3,9,1
30,4,3,6,2,9,1
6,7,1,5,2,3,0
10,7,6,5,5,5,0
30,5,2,4,4,13,0
32,4,4,3,2,8,0
42,3,2,4,4,13,0
44,4,4,5,2,11,0
58,5,5,3,4,26,0
12,7,1,5,2,6,1
18,7,6,5,5,9,1
24,5,5,4,3,7,1
2,7,6,5,5,1,1
8,5,5,4,3,3,1
12,4,3,2,2,4,1
18,7,1,5,2,9,1
24,5,2,4,0,7,1
34,4,0,3,2,11,1
36,3,2,5,3,9,1
48,5,3,4,5,15,1
2,7,6,5,5,1,1
16,7,1,5,2,8,1
36,5,2,3,3,14,1
2,7,6,5,5,1,1
8,5,5,4,3,3,1
10,4,3,2,2,3,1
18,7,1,6,3,9,1
26,6,3,4,2,8,1
52,4,2,2,3,19,1
2,7,6,5,5,1,1
16,7,1,5,2,8,1
20,5,2,3,3,6,1
26,5,5,6,3,12,1
28,6,3,4,2,7,1
64,4,2,5,0,25,1
70,5,0,3,1,19,1
74,3,1,5,0,19,1
76,5,0,4,2,19,1
8,7,1,5,2,4,0
14,7,6,6,4,7,0
28,5,2,3,3,12,0
30,3,3,1,4,8,0
50,6,4,4,5,21,0
52,4,5,2,4,13,0
54,2,4,3,2,14,0
2,7,6,5,5,1,1
12,7,1,5,2,6,1
48,5,2,4,0,21,1
10,7,6,5,5,5,1
14,5,5,3,4,4,1
34,7,1,5,2,17,1
42,5,2,7,3,12,1
44,7,3,6,5,11,1
64,6,5,5,3,21,1
70,5,3,6,1,19,1
2,7,6,5,5,1,1
8,5,5,4,3,3,1
10,4,3,2,2,3,1
18,7,1,5,2,9,1
24,5,2,4,4,7,1
34,4,4,6,5,11,1
52,6,5,5,3,17,1
2,7,6,5,5,1,1
28,7,1,6,3,14,1
40,6,3,4,4,13,1
52,5,5,4,3,25,1
56,4,3,5,5,15,1
68,5,5,4,3,20,1
70,4,3,5,5,18,1
72,5,5,4,3,18,1
74,4,3,5,5,19,1
4,7,1,5,2,2,0
12,7,6,5,5,6,0
18,5,5,6,3,6,0
26,6,3,4,4,8,0
28,4,4,2,5,7,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
22,5,2,6,4,10,1
2,7,6,5,5,1,0
8,5,5,4,3,3,0
10,4,3,2,2,3,0
16,7,1,5,2,8,0
32,5,2,3,3,12,0
40,3,3,1,4,12,0
42,1,4,3,5,11,0
2,7,6,5,5,1,1
14,5,5,3,4,6,1
20,3,4,2,6,6,1
26,7,1,5,2,13,1
28,5,2,6,4,7,1
40,6,4,4,3,13,1
42,4,3,2,2,11,1
2,7,6,5,5,1,1
20,7,1,6,3,10,1
44,6,3,7,5,17,1
48,7,5,5,4,13,1
56,5,4,7,5,16,1
70,7,5,6,7,21,1
2,7,6,5,5,1,1
20,7,1,6,3,10,1
50,5,5,3,4,24,1
12,7,1,5,2,6,1
16,7,6,5,5,8,1
24,5,2,4,4,9,1
32,5,5,4,3,12,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
24,4,0,5,2,7,1
26,5,2,7,3,7,1
34,5,5,6,3,15,1
38,6,3,5,1,10,1
44,7,3,6,5,15,1
52,5,1,3,0,16,1
58,3,0,4,2,16,1
60,6,5,4,6,19,1
2,7,6,5,5,1,1
4,5,5,3,4,1,1
16,7,1,5,2,8,1
22,5,2,6,4,7,1
60,6,4,4,3,24,1
2,7,6,5,5,1,1
20,7,1,5,0,10,1
28,5,5,3,4,13,1
36,5,0,6,2,13,1
44,6,2,5,4,13,1
50,5,4,7,5,14,1
60,7,5,6,3,17,1
66,6,3,7,1,18,1
2,7,6,5,5,1,0
20,7,1,5,2,10,0
22,5,2,3,3,6,0
30,5,5,4,3,14,0
4,7,6,5,5,2,1
20,7,1,6,3,10,1
32,6,3,7,5,11,1
50,7,5,6,3,17,1
54,6,3,5,1,14,1
56,5,1,3,2,14,1
64,3,2,5,3,18,1
66,5,3,6,5,17,1
82,6,5,5,3,24,1
96,5,3,3,2,27,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
14,5,5,4,3,5,1
16,5,2,7,1,7,1
26,7,1,6,3,9,1
38,6,3,4,4,12,1
44,4,4,2,3,12,1
2,7,6,5,5,1,1
18,7,1,6,3,9,1
24,5,5,3,4,11,1
50,6,3,7,5,20,1
52,7,5,5,4,13,1
54,5,4,7,3,14,1
56,7,3,5,4,14,1
60,5,4,7,3,16,1
2,7,6,5,5,1,0
12,7,1,6,3,6,0
24,6,3,4,4,9,0
32,5,5,4,3,15,0
36,4,4,6,3,12,0
68,6,3,5,5,25,0
8,7,6,5,5,4,1
12,7,1,5,2,6,1
14,5,5,3,6,5,1
20,3,6,5,5,6,1
26,5,2,6,4,10,1
28,5,5,4,3,9,1
46,6,4,4,5,16,1
50,4,5,5,3,13,1
2,7,6,5,5,1,0
8,5,5,4,3,3,0
12,4,3,5,1,4,0
24,7,1,5,2,12,0
30,5,1,4,3,12,0
56,5,2,3,1,22,0
60,3,1,4,3,16,0
80,4,3,3,5,32,0
4,7,6,5,5,2,1
20,7,1,6,3,10,1
26,6,3,4,2,8,1
28,4,2,5,4,7,1
30,5,5,3,4,14,1
48,5,4,4,2,17,1
54,4,2,5,0,15,1
70,5,0,6,2,21,1
72,6,2,4,3,18,1
74,4,3,5,5,19,1
78,5,5,3,4,20,1
80,3,4,4,2,32,1
88,4,2,2,3,24,1
90,2,3,4,4,23,1
92,4,4,2,3,23,1
94,2,3,4,4,24,1
4,7,6,5,5,2,1
6,5,5,3,4,2,1
10,3,4,1,3,3,1
14,7,1,5,2,7,1
30,5,2,3,1,11,1
34,3,1,4,3,9,1
36,4,3,2,4,9,1
8,7,6,5,5,4,1
18,7,1,5,2,9,1
26,5,5,4,3,11,1
28,5,2,4,0,9,1
30,4,0,3,2,8,1
32,3,2,5,1,8,1
2,7,6,5,5,1,0
12,7,1,6,3,6,0
26,6,3,7,5,10,0
28,7,5,5,4,7,0
30,5,5,6,3,14,0
36,6,3,4,2,10,0
38,5,4,3,3,12,0
70,4,2,5,4,26,0
82,5,4,4,2,23,0
84,4,2,5,4,21,0
86,5,4,4,2,22,0
88,4,2,3,4,22,0
94,3,4,4,2,25,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
24,5,5,7,4,10,1
28,4,0,3,2,9,1
32,3,2,5,1,9,1
56,7,4,6,2,22,1
58,6,2,4,1,15,1
60,4,1,3,3,15,1
70,3,3,2,1,20,1
80,2,1,3,3,22,1
84,3,3,4,5,22,1
6,7,6,5,5,3,1
20,7,1,6,3,10,1
32,6,3,5,1,11,1
42,5,1,4,3,13,1
14,7,6,5,5,7,1
18,7,1,6,3,9,1
20,6,3,4,4,5,1
26,5,5,3,4,9,1
28,3,4,4,2,7,1
40,4,2,6,3,13,1
66,6,3,5,5,23,1
70,5,5,4,3,18,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
30,5,2,6,4,14,0
32,6,4,4,3,8,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
26,5,2,6,4,12,1
38,6,4,5,6,12,1
40,5,6,3,5,10,1
48,3,5,2,3,14,1
6,7,6,5,5,3,0
24,7,1,6,3,12,0
26,5,5,4,3,11,0
28,4,3,5,1,7,0
34,6,3,4,4,11,0
36,4,4,2,3,9,0
38,2,3,4,2,10,0
40,4,2,2,1,10,0
48,5,1,3,2,17,0
50,2,1,4,0,15,0
66,3,2,4,4,21,0
2,7,6,5,5,1,1
4,5,5,4,3,1,1
12,7,1,6,3,6,1
14,6,3,4,4,4,1
16,4,3,3,1,7,1
22,3,1,5,0,7,1
28,5,0,6,2,8,1
36,6,2,5,4,11,1
48,5,4,7,3,15,1
2,7,1,5,2,1,1
6,7,6,5,5,3,1
12,5,2,4,4,5,1
16,4,4,6,3,5,1
20,5,5,4,3,8,1
44,6,3,4,2,18,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
26,5,2,6,4,12,1
54,6,4,4,5,20,1
2,7,6,5,5,1,1
4,5,5,3,4,1,1
10,3,4,5,5,4,1
12,7,1,5,2,6,1
22,5,5,3,4,8,1
26,3,4,1,5,7,1
28,1,5,3,6,7,1
30,3,6,4,4,8,1
32,4,4,3,2,8,1
34,5,2,3,3,14,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
44,5,5,3,6,20,1
50,3,6,5,5,14,1
2,7,6,5,5,1,1
14,7,1,5,2,7,1
24,5,2,3,3,8,1
26,3,3,1,2,7,1
38,5,5,3,6,18,1
40,3,6,4,4,10,1
6,7,6,5,5,3,1
10,7,1,6,3,5,1
14,5,5,3,6,5,1
20,6,3,5,5,7,1
4,7,6,5,5,2,0
12,7,1,5,2,6,0
16,5,5,4,7,7,0
18,4,7,3,5,5,0
20,5,2,4,4,7,0
26,3,5,1,4,8,0
4,7,1,5,2,2,1
10,7,6,5,5,5,1
18,5,5,6,3,6,1
20,6,3,4,2,5,1
22,4,2,5,4,6,1
24,5,4,3,3,6,1
26,5,2,3,3,12,1
28,3,3,1,4,8,1
2,7,6,5,5,1,1
12,7,1,6,3,6,1
36,6,3,4,4,15,1
44,5,5,7,4,21,1
62,7,4,6,6,20,1
72,6,6,4,5,20,1
8,7,6,5,5,4,1
14,7,1,5,2,7,1
22,5,2,4,4,7,1
32,4,4,3,2,10,1
50,5,5,4,3,23,1
58,4,3,5,1,16,1
62,5,1,3,2,16,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
14,5,5,6,3,4,1
22,6,3,7,5,7,1
24,7,5,5,4,6,1
50,5,4,4,6,19,1
58,4,6,6,5,16,1
70,6,5,4,4,20,1
4,7,6,5,5,2,1
18,5,5,3,4,8,1
20,7,1,5,2,10,1
24,5,2,4,4,7,1
30,3,4,2,2,10,1
2,7,6,5,5,1,0
14,7,1,5,2,7,0
18,5,5,6,3,8,0
20,6,3,5,1,5,0
22,5,2,4,4,7,0
24,4,4,2,5,6,0
6,7,6,5,5,3,1
24,7,1,6,3,12,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
22,5,2,6,4,10,0
4,7,1,5,2,2,0
8,7,6,5,5,4,0
18,5,2,7,1,8,0
20,7,1,6,3,5,0
54,6,3,4,2,22,0
70,5,5,7,4,33,0
74,7,4,5,5,19,0
16,7,6,5,7,8,1
20,7,1,5,0,10,1
24,5,7,4,5,8,1
30,4,5,5,3,9,1
32,5,0,3,1,11,1
36,3,1,4,3,10,1
54,5,3,4,1,19,1
8,7,6,5,5,4,0
14,7,1,5,2,7,0
20,5,5,4,3,8,0
42,4,3,2,2,16,0
44,2,2,0,3,11,0
46,0,3,1,1,12,0
54,1,1,3,2,15,0
2,7,6,5,5,1,1
10,7,1,5,2,5,1
14,5,2,3,3,4,1
42,5,5,6,3,20,1
48,6,3,4,2,13,1
60,4,2,5,0,18,1
64,5,0,4,2,17,1
70,4,2,3,0,19,1
72,3,0,2,2,18,1
76,2,2,4,1,20,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
34,5,5,4,3,15,1
38,4,3,3,5,10,1
14,7,1,5,0,7,1
18,7,6,5,5,9,1
24,5,0,4,2,8,1
32,4,2,5,4,10,1
34,5,4,3,5,9,1
44,5,5,3,6,17,1
46,3,6,2,4,12,1
48,3,5,2,7,15,1
12,7,1,5,2,6,1
30,7,6,6,4,15,1
36,6,4,4,3,10,1
38,5,2,4,4,16,1
50,4,4,2,3,15,1
80,2,3,3,5,27,1
2,7,6,5,5,1,1
8,5,5,4,3,3,1
10,4,3,2,2,3,1
18,7,1,5,2,9,1
8,7,6,5,5,4,1
12,7,1,6,3,6,1
16,5,5,3,6,6,1
20,3,6,5,7,6,1
38,5,7,6,5,14,1
56,6,3,4,4,25,1
60,4,4,3,6,16,1
64,3,6,5,5,17,1
2,7,6,5,5,1,1
18,7,1,6,3,9,1
20,6,3,5,1,5,1
28,5,5,7,4,13,1
30,7,4,6,2,8,1
44,6,2,4,3,14,1
50,5,1,6,3,20,1
52,4,3,2,2,15,1
2,7,6,5,5,1,1
20,5,5,4,3,9,1
22,4,3,5,1,6,1
30,7,1,5,2,15,1
34,5,1,3,2,11,1
44,3,2,2,4,13,1
52,5,2,4,0,18,1
56,4,0,3,2,15,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
42,5,2,6,4,20,1
48,6,4,5,2,13,1
2,7,6,5,5,1,0
14,5,5,4,7,6,0
24,7,1,5,0,12,0
30,5,0,6,2,9,0
34,4,7,5,5,13,0
50,5,5,6,7,16,0
52,6,7,4,6,13,0
58,6,2,7,4,21,0
64,7,4,5,5,17,0
6,7,6,5,5,3,1
32,5,5,4,3,14,1
10,7,6,5,5,5,1
12,7,1,5,2,6,1
24,5,2,4,0,9,1
34,4,0,3,2,11,1
36,5,5,7,6,15,1
38,7,6,6,4,10,1
46,3,2,1,3,14,1
4,7,1,5,2,2,1
20,7,6,5,5,10,1
26,5,5,6,3,8,1
34,6,3,5,1,10,1
38,5,1,3,2,10,1
50,3,2,5,3,15,1
54,5,3,4,5,14,1
60,4,5,2,4,16,1
62,2,4,4,3,16,1
70,4,3,3,1,19,1
72,3,1,1,2,18,1
74,1,2,3,1,19,1
92,3,1,4,3,27,1
8,7,6,5,5,4,1
20,7,1,6,3,10,1
24,6,3,5,1,7,1
26,5,1,4,3,7,1
8,7,1,5,2,4,1
10,7,6,6,4,5,1
14,6,4,4,5,4,1
22,5,2,3,1,9,1
4,7,6,5,5,2,1
20,7,1,5,0,10,1
26,5,0,3,1,8,1
28,5,5,3,6,13,1
32,3,6,5,5,9,1
36,3,1,5,0,11,1
38,5,5,4,3,11,1
40,4,3,2,2,10,1
48,5,0,6,2,15,1
70,6,2,5,4,23,1
74,5,4,3,3,19,1
76,3,3,2,1,19,1
78,2,1,4,2,20,1
88,4,2,2,3,24,1
92,2,3,3,5,24,1
94,3,5,1,4,24,1
96,1,4,0,6,24,1
98,0,6,1,4,25,1
8,7,6,5,5,4,1
16,7,1,5,2,8,1
24,5,2,4,4,8,1
26,4,4,3,2,7,1
36,5,5,3,6,16,1
4,7,1,5,2,2,1
18,7,6,5,5,9,1
22,5,5,3,4,6,1
36,5,2,3,3,17,1
14,7,1,5,2,7,1
16,7,6,5,5,8,1
30,5,5,4,3,11,1
42,4,3,3,5,13,1
64,3,5,1,4,21,1
2,7,6,5,5,1,1
6,7,1,5,2,3,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
22,5,2,6,4,10,0
4,7,6,5,5,2,1
18,5,5,3,6,8,1
22,3,6,4,4,6,1
26,7,1,5,2,13,1
50,5,2,7,3,18,1
52,7,3,6,1,13,1
64,6,1,7,3,19,1
68,7,3,6,1,18,1
100,6,1,7,3,33,1
106,7,3,6,5,28,1
110,6,5,5,3,28,1
118,5,3,4,5,31,1
128,4,5,2,6,34,1
130,2,6,4,7,33,1
132,4,7,3,5,33,1
134,3,5,5,4,34,1
136,5,4,6,2,34,1
140,6,2,4,3,36,1
146,4,3,5,1,38,1
148,5,1,6,3,37,1
150,6,3,5,1,38,1
14,7,1,5,2,7,1
18,7,6,6,4,9,1
20,5,2,4,0,6,1
34,4,0,2,1,12,1
36,2,1,0,2,9,1
46,6,4,4,5,18,1
50,4,5,3,7,13,1
4,7,1,5,2,2,0
10,7,6,5,5,5,0
14,5,5,3,6,4,0
18,3,6,5,7,5,0
8,7,6,5,5,4,1
20,7,1,5,2,10,1
26,5,5,4,3,11,1
2,7,6,5,5,1,0
18,7,1,6,3,9,0
20,6,3,4,4,5,0
26,5,5,6,3,12,0
34,6,3,5,5,10,0
54,5,5,3,6,18,0
58,3,6,2,4,15,0
2,7,6,5,5,1,1
18,5,5,4,7,8,1
20,4,7,2,6,5,1
38,7,1,6,3,19,1
52,6,3,5,1,16,1
54,5,1,3,0,14,1
56,3,0,5,1,14,1
58,5,1,4,3,15,1
62,4,3,5,5,16,1
64,5,5,3,6,16,1
74,3,6,1,5,21,1
76,1,5,3,6,19,1
80,3,6,5,5,21,1
92,5,5,4,3,26,1
98,4,3,5,1,26,1
102,5,1,3,0,26,1
104,3,0,5,1,26,1
106,5,1,3,0,27,1
108,3,0,5,1,27,1
110,5,1,3,0,28,1
112,3,0,5,1,28,1
116,5,1,3,0,30,1
6,7,6,5,5,3,0
12,7,1,6,3,6,0
24,5,5,3,4,10,0
26,3,4,2,6,7,0
38,6,3,5,5,16,0
50,5,5,4,3,15,0
58,4,3,6,4,16,0
60,6,4,4,5,15,0
10,7,6,5,5,5,1
20,7,1,6,3,10,1
32,5,5,6,3,13,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
14,5,5,4,3,5,1
16,4,3,5,1,4,1
42,5,1,4,3,17,1
4,7,1,5,2,2,1
6,5,2,3,3,2,1
14,7,6,5,5,7,1
44,5,5,3,6,18,1
8,7,6,5,5,4,0
16,7,1,5,2,8,0
24,5,2,4,4,8,0
30,5,5,4,3,13,0
44,4,4,2,3,16,0
50,2,3,1,5,14,0
14,7,1,6,3,7,1
22,7,6,5,5,11,1
30,6,3,5,5,11,1
40,5,5,7,6,14,1
44,7,6,5,7,12,1
46,5,7,6,5,12,1
8,7,6,5,5,4,1
16,7,1,5,2,8,1
22,5,2,4,4,7,1
40,4,4,3,2,14,1
48,5,5,6,3,22,1
54,6,3,4,4,15,1
56,4,4,2,3,14,1
2,7,6,5,5,1,1
14,5,5,3,4,6,1
16,3,4,2,2,4,1
22,7,1,5,2,11,1
26,5,2,4,0,7,1
34,4,0,3,2,10,1
8,7,6,5,5,4,0
28,5,5,4,3,12,0
38,7,1,6,3,19,0
64,6,3,5,5,22,0
68,5,5,6,3,18,0
70,6,3,4,4,18,0
8,7,1,5,2,4,1
12,5,2,3,3,4,1
16,7,6,5,5,8,1
2,7,6,5,5,1,1
22,5,5,3,6,10,1
24,3,6,1,7,6,1
26,7,1,5,2,13,1
28,5,2,4,4,7,1
34,4,4,2,5,10,1
36,2,5,0,6,9,1
38,1,7,2,5,13,1
54,2,5,4,4,17,1
2,7,6,5,5,1,1
24,7,1,5,0,12,1
26,5,5,3,6,12,1
32,3,6,5,5,9,1
34,5,5,4,7,9,1
38,5,0,6,2,13,1
40,4,7,5,5,11,1
50,6,2,7,0,15,1
56,7,0,5,1,15,1
58,5,1,3,2,15,1
66,5,5,4,3,23,1
76,4,3,5,1,21,1
78,5,1,4,3,20,1
82,4,3,5,5,21,1
102,5,5,3,4,30,1
104,3,4,1,3,26,1
106,1,3,2,5,27,1
110,2,5,1,3,28,1
118,1,3,3,4,31,1
4,7,1,5,2,2,1
16,7,6,5,5,8,1
36,5,5,7,4,14,1
48,7,4,5,3,15,1
50,5,3,6,1,13,1
52,6,1,5,3,13,1
56,5,3,6,1,15,1
66,6,1,5,3,19,1
8,7,6,5,5,4,1
20,5,5,6,3,8,1
22,7,1,5,2,11,1
24,5,2,4,0,6,1
28,4,0,2,1,8,1
18,7,1,6,3,9,1
22,7,6,6,4,11,1
24,6,3,5,1,7,1
28,6,4,4,5,8,1
44,4,5,2,4,15,1
10,7,1,5,2,5,0
12,7,6,5,5,6,0
14,5,5,3,4,4,0
16,5,2,4,4,5,0
18,3,4,5,5,5,0
28,5,5,3,6,9,0
36,3,6,5,7,11,0
38,5,7,4,5,10,0
40,4,5,5,3,10,0
48,5,3,3,4,14,0
50,3,4,4,2,13,0
54,4,2,2,3,14,0
4,7,1,5,2,2,0
