turn,fromRank,fromFile,toRank,toFile,timeSpent,win
66,5,5,6,3,26,1
10,7,1,5,2,5,1
18,7,6,6,4,9,1
34,6,4,4,3,12,1
40,4,3,5,1,11,1
48,5,1,4,3,14,1
52,5,2,4,0,23,1
60,4,3,3,5,18,1
8,7,6,5,5,4,1
16,7,1,6,3,8,1
32,6,3,7,5,12,1
34,7,5,5,4,9,1
38,5,4,3,5,10,1
46,5,5,4,3,21,1
58,4,3,3,5,17,1
62,3,5,1,6,16,1
4,7,1,5,2,2,1
14,7,6,5,5,7,1
20,5,5,4,3,6,1
22,5,2,6,4,10,1
24,6,4,4,5,6,1
44,4,5,2,4,16,1
46,2,4,0,3,12,1
48,0,3,2,2,12,1
6,7,6,5,5,3,1
14,7,1,6,3,7,1
24,6,3,5,5,8,1
34,5,5,3,4,15,1
4,7,1,5,2,2,1
20,7,6,5,5,10,1
30,5,5,6,3,10,1
32,6,3,4,2,8,1
34,5,2,3,3,16,1
36,3,3,2,1,9,1
56,4,2,3,0,20,1
62,3,0,4,2,17,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
40,5,2,7,3,19,1
44,7,3,5,4,12,1
56,5,4,4,2,17,1
58,4,2,6,1,15,1
60,6,1,5,3,15,1
62,5,3,6,5,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
32,5,5,4,7,14,1
12,7,6,6,4,6,1
14,7,1,5,2,7,1
24,6,4,5,6,9,1
32,5,2,7,3,12,1
34,7,3,6,5,9,1
44,6,5,7,3,13,1
48,7,3,5,2,13,1
60,5,6,6,4,24,1
62,6,4,4,5,16,1
14,7,6,6,4,7,1
20,7,1,5,2,10,1
28,5,2,4,4,9,1
8,7,6,6,4,4,0
14,7,1,5,2,7,0
24,6,4,5,6,10,0
28,5,2,6,4,10,0
36,6,4,4,5,11,0
40,4,5,5,3,11,0
50,5,3,3,4,15,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
26,4,0,5,2,8,1
28,5,2,3,1,7,1
32,3,1,5,0,9,1
44,5,0,3,1,14,1
50,5,5,7,4,23,1
54,7,4,5,5,14,1
56,5,5,3,6,14,1
64,3,1,5,0,21,1
86,5,0,3,1,27,1
100,3,1,4,3,28,1
102,4,3,2,2,26,1
106,2,2,3,4,27,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
24,5,2,6,4,11,1
30,5,5,4,7,13,1
50,4,7,5,5,17,1
62,5,5,4,3,18,1
64,4,3,5,1,16,1
86,5,1,3,2,27,1
88,3,2,5,3,22,1
8,7,6,6,4,4,1
14,7,1,5,2,7,1
26,6,4,4,5,11,1
30,4,5,6,4,8,1
42,6,4,5,6,13,1
54,5,6,3,7,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
14,5,2,4,0,6,1
20,5,5,4,3,8,1
26,4,0,5,2,9,1
42,5,2,4,4,14,1
54,4,4,5,2,16,1
60,5,2,4,4,16,1
62,4,4,6,3,16,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
14,7,1,6,3,7,1
16,5,5,3,4,5,1
18,6,3,5,5,5,1
82,5,5,6,3,36,1
84,6,3,7,1,21,1
104,7,1,5,2,31,1
106,5,2,7,3,27,1
108,7,3,6,1,27,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
34,4,0,3,2,12,1
78,5,5,4,3,37,1
10,7,1,5,2,5,1
12,7,6,5,5,6,1
24,5,2,3,1,9,1
34,5,5,6,3,14,1
38,6,3,4,2,10,1
42,3,1,1,2,15,1
44,1,2,2,4,11,1
8,7,1,6,3,4,1
10,7,6,5,5,5,1
12,6,3,5,5,4,1
24,5,5,4,3,9,1
38,4,3,5,5,13,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
24,5,2,3,1,11,1
30,3,1,5,0,9,1
34,5,5,4,3,14,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
16,5,5,3,6,5,1
18,5,2,3,3,8,1
20,3,3,2,1,5,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
16,5,5,3,6,5,1
18,5,2,3,3,8,1
26,3,3,5,2,8,1
34,5,2,4,4,10,1
36,4,4,5,2,9,1
38,5,2,3,3,10,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
12,5,2,3,3,5,1
34,5,5,6,3,14,1
40,6,3,4,2,11,1
44,4,2,6,3,12,1
50,6,3,5,1,14,1
54,5,1,4,3,14,1
56,4,3,2,2,14,1
62,2,2,1,0,17,1
66,1,0,0,2,17,1
70,0,2,2,1,18,1
74,2,1,4,2,19,1
76,4,2,5,0,19,1
88,5,0,7,1,25,1
102,7,1,5,0,29,1
106,5,0,4,2,27,1
112,4,2,5,4,29,1
116,5,4,3,5,30,1
118,3,5,4,3,30,1
122,4,3,6,4,31,1
154,6,4,5,6,46,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
12,5,2,3,3,5,1
24,5,5,6,3,9,1
30,6,3,4,2,9,1
46,4,2,3,0,15,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
16,5,2,4,4,7,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,3,4,3,1
28,5,2,3,3,13,1
8,7,6,5,5,4,1
14,7,1,6,3,7,1
16,5,5,7,4,6,1
30,7,4,5,5,11,1
48,5,5,3,6,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,4,3,2,2,5,1
40,5,2,7,3,19,1
50,7,3,6,1,15,1
52,6,1,4,2,13,1
54,4,2,2,3,14,1
6,7,6,5,5,3,1
10,7,1,6,3,5,1
12,6,3,5,5,3,1
20,5,5,4,3,8,1
34,4,3,5,1,12,1
58,5,1,7,0,20,1
66,7,0,5,1,18,1
70,5,1,7,2,18,1
8,7,6,5,5,4,1
18,7,1,6,3,9,1
20,6,3,7,5,5,1
46,7,5,6,3,18,1
48,6,3,4,2,12,1
60,4,2,6,3,18,1
84,6,3,5,1,27,1
90,5,1,4,3,24,1
92,4,3,6,4,23,1
104,6,4,5,2,29,1
108,5,2,4,0,28,1
126,4,0,6,1,36,1
6,7,6,5,5,3,1
14,7,1,6,3,7,1
18,6,3,5,5,5,1
6,7,6,5,5,3,1
8,5,5,6,3,2,1
20,6,3,4,2,8,1
22,7,1,5,2,11,1
28,4,2,3,0,9,1
30,5,2,3,3,9,1
32,3,3,1,4,8,1
38,3,0,2,2,12,1
40,2,2,1,0,10,1
42,1,0,2,2,11,1
48,2,2,1,0,13,1
50,1,0,2,2,13,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
26,5,2,4,4,12,1
32,4,4,5,6,9,1
38,5,5,3,4,16,1
46,3,4,5,3,13,1
48,5,3,4,5,12,1
50,4,5,3,3,13,1
52,5,6,4,4,18,1
56,4,4,5,2,15,1
60,5,2,4,0,16,1
62,4,0,3,2,16,1
70,3,2,2,4,19,1
78,2,4,3,6,21,1
82,3,6,5,5,21,1
88,5,5,7,4,23,1
96,7,4,5,3,26,1
106,5,3,3,4,29,1
108,3,4,2,6,27,1
110,2,6,4,7,28,1
112,4,7,6,6,28,1
2,7,6,5,5,1,1
4,5,5,4,3,1,1
8,4,3,5,1,3,1
16,7,1,5,2,8,1
22,5,2,3,1,7,1
24,3,1,2,3,6,1
26,5,1,6,3,11,1
32,6,3,5,5,9,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,3,4,2,1
10,3,4,5,3,3,1
14,5,3,4,5,4,1
26,4,5,6,4,9,1
30,6,4,5,6,8,1
34,5,6,7,5,9,1
38,7,5,5,4,10,1
56,5,4,7,5,18,1
70,7,5,5,4,21,1
8,7,6,5,5,4,1
12,7,1,5,2,6,1
14,5,2,3,3,4,1
20,5,5,6,3,8,1
22,6,3,4,2,6,1
30,4,2,6,3,9,1
36,6,3,5,1,10,1
4,7,1,5,2,2,1
12,7,6,6,4,6,1
16,6,4,5,6,5,1
22,5,2,4,0,10,1
44,4,0,5,2,16,1
50,5,2,3,3,14,1
14,7,1,6,3,7,0
24,7,6,5,5,12,0
30,5,5,3,4,9,0
42,6,3,4,2,17,0
44,4,2,3,0,11,0
52,3,0,4,2,15,0
58,4,2,3,4,16,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
24,4,0,5,2,7,1
30,5,2,6,4,9,1
36,5,5,3,6,16,1
38,6,4,5,6,11,1
114,5,6,7,5,47,1
118,7,5,5,4,30,1
122,5,4,4,6,31,1
124,4,6,5,4,31,1
126,5,4,7,5,32,1
128,7,5,5,6,32,1
4,7,1,5,2,2,1
16,5,2,6,4,7,1
26,7,6,5,5,13,1
42,5,5,7,4,14,1
46,6,4,5,6,19,1
58,5,6,4,4,17,1
60,4,4,2,5,15,1
76,2,5,0,4,23,1
8,7,6,5,5,4,0
10,7,1,5,2,5,0
18,5,2,3,3,6,0
24,5,5,6,3,10,0
28,6,3,4,2,8,0
36,4,2,3,0,11,0
40,3,0,1,1,11,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
16,5,2,3,3,7,1
34,5,5,3,6,15,1
44,3,6,5,5,13,1
60,5,5,7,4,19,1
8,7,6,5,5,4,0
20,7,1,5,2,10,0
24,5,5,6,3,10,0
30,6,3,4,4,9,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
22,5,5,6,3,9,1
28,6,3,5,1,8,1
34,5,1,4,3,10,1
44,4,0,3,2,17,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
18,5,2,4,0,8,0
22,5,5,6,3,9,0
24,6,3,5,1,6,0
38,4,0,6,1,14,0
44,5,1,3,0,16,0
60,6,1,4,2,20,0
88,4,2,6,1,29,0
92,6,1,4,2,24,0
98,4,2,2,3,26,0
100,2,3,1,5,25,0
102,1,5,2,3,26,0
108,2,3,4,2,28,0
112,4,2,2,1,29,0
124,2,1,4,2,34,0
142,4,2,3,4,40,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
22,5,2,4,0,10,1
24,4,0,3,2,6,1
28,3,2,4,0,8,1
30,5,5,6,3,13,1
48,4,0,6,1,17,1
58,6,3,4,4,21,1
60,6,1,4,2,18,1
66,4,4,3,6,18,1
70,4,2,3,4,20,1
4,7,6,5,5,2,0
18,7,1,5,2,9,0
24,5,2,3,1,7,0
28,5,5,3,6,13,0
30,3,1,1,2,9,0
32,1,2,0,0,8,0
4,7,1,5,2,2,0
8,7,6,5,5,4,0
18,5,2,4,0,8,0
22,5,5,7,4,9,0
26,4,0,2,1,8,0
36,7,4,5,5,12,0
42,5,5,3,6,12,0
16,7,6,6,4,8,0
18,7,1,5,2,9,0
32,6,4,5,6,12,0
38,5,2,7,3,14,0
40,7,3,6,5,10,0
42,6,5,5,3,11,0
52,5,3,3,4,15,0
68,3,4,1,3,21,0
70,1,3,3,4,18,0
72,3,4,5,5,18,0
76,5,5,3,4,20,0
78,3,4,5,5,20,0
108,5,5,7,6,34,0
114,7,6,6,4,30,0
122,6,4,7,2,32,0
138,7,2,5,3,38,0
140,5,3,4,1,35,0
144,4,1,6,2,37,0
8,7,6,5,5,4,1
26,7,1,6,3,13,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
18,5,2,3,3,6,1
24,5,5,6,3,10,1
8,7,6,6,4,4,1
14,7,1,5,2,7,1
28,5,2,4,4,10,1
32,6,4,5,6,14,1
6,7,6,5,5,3,0
14,5,5,3,4,5,0
18,7,1,5,2,9,0
20,3,4,2,2,6,0
26,5,2,6,4,8,0
56,6,4,5,6,21,0
60,5,6,4,4,16,0
64,4,4,3,2,17,0
68,3,2,5,3,18,0
4,7,1,5,2,2,1
14,7,6,5,5,7,1
20,5,2,3,3,9,1
6,7,6,5,5,3,1
10,7,1,6,3,5,1
18,6,3,5,5,6,1
30,5,5,6,3,13,1
36,6,3,5,5,10,1
50,5,5,4,3,16,1
66,4,3,6,2,20,1
68,6,2,5,0,17,1
70,5,0,3,1,18,1
76,3,1,4,3,20,1
80,4,3,5,5,21,1
4,7,6,5,5,2,1
20,7,1,6,3,10,1
32,6,3,5,5,11,1
44,5,5,7,6,21,1
50,7,6,6,4,14,1
52,6,4,7,6,13,1
64,7,6,6,4,19,1
66,6,4,7,6,17,1
98,7,6,5,7,32,1
100,5,7,7,6,25,1
102,7,6,5,7,26,1
104,5,7,7,6,26,1
106,7,6,6,4,27,1
108,6,4,4,5,27,1
112,4,5,5,3,29,1
118,5,3,3,4,31,1
120,3,4,5,5,30,1
122,5,5,6,3,31,1
128,6,3,4,2,33,1
130,4,2,6,3,33,1
132,6,3,4,2,33,1
134,4,2,6,3,34,1
144,6,3,4,2,38,1
146,4,2,6,3,37,1
8,7,1,6,3,4,1
10,7,6,5,5,5,1
12,5,5,4,3,3,1
16,6,3,5,1,6,1
24,5,1,6,3,8,1
26,4,3,5,5,10,1
28,6,3,4,4,8,1
42,5,5,3,4,14,1
44,3,4,2,6,11,1
10,7,6,5,5,5,1
18,7,1,5,2,9,1
26,5,5,7,4,10,1
28,7,4,5,3,7,1
8,7,6,5,5,4,1
14,7,1,5,2,7,1
18,5,5,6,3,7,1
20,6,3,5,1,5,1
22,5,2,4,0,7,1
28,5,1,3,2,9,1
38,3,2,1,1,12,1
8,7,6,5,5,4,1
16,5,5,4,7,6,1
20,4,7,3,5,6,1
22,3,5,4,3,6,1
24,7,1,5,2,12,1
30,5,2,3,3,9,1
32,3,3,2,1,8,1
12,7,6,5,5,6,1
22,7,1,6,3,11,1
26,6,3,7,5,7,1
28,7,5,5,4,7,1
32,5,4,6,6,9,1
38,6,6,4,5,11,1
8,7,6,5,5,4,1
22,5,5,4,3,9,1
26,7,1,6,3,13,1
40,6,3,5,5,13,1
74,5,5,7,6,27,1
4,7,6,5,5,2,1
22,7,1,5,2,11,1
36,5,2,3,3,12,1
42,3,3,1,2,12,1
4,7,1,5,2,2,1
18,7,6,6,4,9,1
40,5,2,6,4,19,1
42,6,4,4,3,16,1
58,4,3,2,2,18,1
64,2,2,4,3,17,1
66,4,3,5,5,17,1
70,5,5,6,3,18,1
78,6,3,7,5,21,1
100,7,5,5,4,30,1
106,5,4,7,5,28,1
112,7,5,5,4,29,1
118,5,4,7,5,31,1
12,7,6,6,4,6,1
14,7,1,5,2,7,1
24,5,2,4,4,8,1
36,6,4,5,6,15,1
38,5,6,3,7,10,1
48,3,7,1,6,14,1
12,7,1,6,3,6,1
18,7,6,6,4,9,1
26,6,4,4,3,8,1
36,6,3,4,4,15,1
8,7,6,5,5,4,1
16,7,1,5,2,8,1
24,5,2,3,3,8,1
26,5,5,7,4,11,1
28,7,4,5,3,7,1
8,7,1,6,3,4,1
10,7,6,5,5,5,1
12,6,3,5,5,4,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
24,4,0,5,2,7,1
30,5,5,4,7,13,1
42,4,7,6,6,13,1
48,6,6,5,4,13,1
54,5,4,3,5,15,1
56,3,5,2,3,14,1
62,5,2,4,0,25,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
10,5,2,4,0,4,1
40,4,0,5,2,17,1
42,5,2,3,3,11,1
46,3,3,4,5,12,1
8,7,6,5,5,4,1
14,7,1,5,2,7,1
20,5,2,4,4,6,1
24,4,4,3,2,7,1
30,5,5,3,4,13,1
32,3,4,2,2,8,1
22,7,1,5,0,11,1
24,5,0,3,1,6,1
28,3,1,5,0,8,1
36,7,6,5,7,18,1
46,5,0,6,2,16,1
64,6,2,5,4,20,1
66,5,4,4,6,17,1
4,7,1,5,2,2,1
18,7,6,5,5,9,1
20,5,5,4,3,5,1
22,5,2,4,4,10,1
6,7,1,6,3,3,1
14,7,6,5,5,7,1
12,7,6,5,5,6,1
22,7,1,6,3,11,1
30,6,3,4,4,9,1
42,4,4,5,6,13,1
44,5,6,3,5,11,1
46,5,5,7,4,20,1
74,7,4,5,3,25,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,3,4,2,1
10,3,4,5,3,3,1
18,5,3,4,5,6,1
28,4,5,3,3,9,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
14,5,2,4,0,6,1
16,4,0,2,1,4,1
40,5,5,4,7,17,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
10,5,2,4,0,4,1
28,5,5,3,6,12,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
22,5,5,3,4,8,1
30,5,2,4,0,14,1
34,4,0,2,1,9,1
12,7,6,5,5,6,1
20,7,1,6,3,10,1
28,6,3,4,2,9,1
30,4,2,3,4,8,1
32,3,4,1,5,8,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
30,4,0,6,1,10,1
42,5,5,4,7,19,1
46,4,7,5,5,12,1
62,6,1,4,2,23,1
8,7,6,6,4,4,1
14,7,1,6,3,7,1
24,6,4,5,6,10,1
30,6,3,5,5,11,1
46,5,6,6,4,17,1
58,5,5,3,4,21,1
62,6,4,4,5,19,1
8,7,6,5,5,4,1
26,5,5,3,6,11,1
30,7,1,5,2,15,1
32,5,2,3,3,8,1
36,3,3,4,1,10,1
40,4,1,6,0,11,1
42,6,0,5,2,11,1
48,5,2,6,4,13,1
50,3,6,5,5,18,1
60,6,4,5,6,18,1
4,7,1,5,2,2,1
14,5,2,4,4,6,1
20,7,6,5,5,10,1
24,5,5,3,6,7,1
46,3,6,5,5,17,1
48,5,5,3,4,12,1
8,7,6,6,4,4,1
18,7,1,5,2,9,1
22,6,4,4,5,9,1
24,4,5,3,3,6,1
30,5,2,3,3,10,1
36,3,3,5,2,12,1
14,7,1,5,2,7,1
38,7,6,6,4,19,1
40,6,4,5,6,10,1
6,7,6,5,5,3,1
16,7,1,6,3,8,1
26,6,3,5,5,9,1
28,5,5,4,3,12,1
34,4,3,3,1,10,1
16,7,6,6,4,8,1
18,7,1,5,2,9,1
20,5,2,3,1,5,1
22,3,1,2,3,6,1
30,6,4,4,5,11,1
32,4,5,3,3,8,1
8,7,6,6,4,4,1
10,6,4,5,6,3,1
14,7,1,5,2,7,1
20,5,2,6,4,6,1
4,7,6,5,5,2,1
14,5,5,3,6,6,1
18,7,1,5,2,9,1
44,5,2,4,0,17,1
66,4,0,2,1,22,1
8,7,6,6,4,4,1
14,6,4,5,6,5,1
20,7,1,5,0,10,1
24,5,6,3,5,8,1
32,5,0,7,1,11,1
36,7,1,5,2,10,1
38,5,2,6,4,10,1
6,7,6,5,5,3,1
36,5,5,4,3,16,1
4,7,1,5,2,2,1
24,7,6,5,7,12,1
36,5,7,4,5,12,1
40,4,5,5,3,11,1
48,5,3,4,1,14,1
54,4,1,5,3,15,1
8,7,1,6,3,4,1
10,7,6,5,5,5,1
12,6,3,5,5,4,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
28,5,5,4,7,12,1
30,4,7,5,5,8,1
38,5,5,7,4,11,1
52,7,4,5,3,16,1
68,5,3,3,4,21,1
74,3,4,5,3,20,1
78,5,3,4,5,20,1
88,4,5,3,3,24,1
4,7,6,5,5,2,1
8,7,1,5,2,4,1
24,5,5,3,6,11,1
26,3,6,4,4,7,1
32,4,4,5,6,9,1
42,5,6,4,4,13,1
48,4,4,5,6,13,1
10,7,6,5,5,5,1
20,7,1,6,3,10,1
24,6,3,5,1,7,1
36,5,1,4,3,12,1
46,5,5,7,4,20,1
48,7,4,6,2,12,1
52,4,3,3,1,17,1
56,6,2,4,1,16,1
64,4,1,2,2,18,1
68,2,2,3,0,18,1
72,3,0,4,2,19,1
2,7,6,5,5,1,1
4,5,5,4,3,1,1
8,4,3,5,1,3,1
14,7,1,6,3,7,1
16,6,3,5,5,4,1
20,5,1,6,3,8,1
28,6,3,7,5,9,1
36,5,5,7,6,14,1
52,7,6,5,7,17,1
78,5,7,4,5,26,1
82,7,5,5,4,34,1
86,5,4,4,6,22,1
4,7,6,5,5,2,1
14,7,1,5,2,7,1
16,5,2,3,3,4,1
18,3,3,1,2,5,1
20,1,2,0,0,5,1
28,5,5,3,4,13,1
16,7,6,6,4,8,1
22,6,4,4,3,7,1
36,4,3,3,1,12,1
38,3,1,2,3,10,1
14,7,6,6,4,7,1
16,6,4,5,6,4,1
22,7,1,5,2,11,1
24,5,2,6,4,6,1
36,6,4,4,3,12,1
44,4,3,2,4,13,1
46,2,4,3,2,12,1
50,3,2,1,3,13,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
10,5,2,3,3,4,1
14,5,5,4,3,5,1
26,4,3,3,5,9,1
8,7,6,5,5,4,1
20,5,5,3,4,8,1
24,3,4,5,3,7,1
30,7,1,5,0,15,1
4,7,1,5,2,2,1
22,5,2,4,0,10,1
28,4,0,6,1,8,1
30,6,1,4,2,8,1
32,7,6,6,4,16,1
34,6,4,5,6,9,1
36,5,6,3,5,9,1
58,3,5,5,4,20,1
4,7,1,5,2,2,0
18,5,2,4,0,8,0
20,4,0,3,2,5,0
24,7,6,5,5,12,0
30,5,5,4,7,9,0
36,4,7,3,5,10,0
42,3,5,1,4,12,0
54,1,4,3,3,16,0
58,3,3,4,5,15,0
60,4,5,2,4,15,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
16,5,2,3,3,7,1
34,5,5,7,4,15,1
36,7,4,6,2,9,1
42,6,2,4,3,12,1
20,7,1,5,2,10,0
22,7,6,6,4,11,0
30,5,2,3,1,10,0
32,6,4,5,2,10,0
42,3,1,1,2,13,0
44,1,2,0,0,11,0
58,0,0,2,1,18,0
64,2,1,0,2,17,0
4,7,1,5,2,2,0
8,7,6,5,5,4,0
14,5,2,3,3,6,0
36,5,5,3,4,16,0
8,7,1,6,3,4,1
10,7,6,5,5,5,1
30,6,3,5,1,13,1
40,5,1,4,3,12,1
48,5,5,7,4,21,1
50,7,4,5,3,13,1
62,5,3,4,5,18,1
66,4,5,6,6,17,1
4,7,6,5,5,2,1
16,7,1,5,2,8,1
20,5,5,6,3,9,1
30,6,3,5,1,10,1
32,5,1,3,0,8,1
50,5,2,4,4,21,1
52,4,4,6,3,13,1
56,6,3,7,1,15,1
58,7,1,5,2,15,1
6,7,6,5,5,3,1
16,5,5,4,7,6,1
28,7,1,5,2,14,1
40,4,7,3,5,16,1
42,3,5,1,4,11,1
6,7,1,6,3,3,1
14,7,6,5,5,7,1
22,6,3,4,2,9,1
34,4,2,5,4,11,1
40,5,5,4,3,16,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
22,5,5,6,3,9,1
28,6,3,5,5,8,1
34,5,5,6,3,10,1
44,6,3,5,1,13,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,4,3,2,2,5,1
24,7,1,5,2,12,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
16,5,5,6,3,6,1
20,6,3,5,1,6,1
32,5,1,7,2,11,1
4,7,6,5,5,2,1
10,7,1,5,2,5,1
20,5,5,3,4,9,1
28,3,4,2,2,9,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
20,5,2,3,3,9,1
28,5,5,3,4,12,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
16,5,5,6,3,6,1
22,6,3,4,2,7,1
32,4,2,5,4,10,1
8,7,6,5,5,4,1
12,7,1,5,2,6,1
24,5,5,4,3,10,1
36,4,3,5,1,12,1
54,5,1,6,3,18,1
56,6,3,4,4,14,1
58,4,4,2,3,15,1
60,2,3,0,2,15,1
62,0,2,1,0,16,1
8,7,6,5,5,4,1
16,7,1,6,3,8,1
30,6,3,7,5,11,1
32,7,5,5,6,8,1
38,5,5,3,6,17,1
40,5,6,6,4,12,1
46,3,6,5,5,13,1
58,5,5,3,6,17,1
60,3,6,1,5,15,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,7,1,8,1
20,7,1,6,3,5,1
22,6,3,5,1,6,1
36,5,5,6,7,16,1
44,5,1,4,3,16,1
46,4,3,3,5,12,1
6,7,6,5,5,3,1
10,7,1,6,3,5,1
6,7,1,5,2,3,0
16,7,6,5,5,8,0
38,5,5,4,3,15,0
10,7,1,5,2,5,1
12,7,6,5,5,6,1
22,5,5,4,3,8,1
44,5,2,4,4,19,1
48,4,4,5,2,13,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,5,2,4,4,9,1
32,4,3,2,4,11,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
18,5,2,4,0,8,0
22,5,5,6,3,9,0
28,6,3,5,1,8,0
40,5,1,3,0,13,0
52,4,0,5,2,21,0
54,5,2,7,3,14,0
60,7,3,5,2,16,0
74,5,2,4,4,22,0
76,4,4,2,5,19,0
84,2,5,0,6,23,0
86,0,6,2,5,22,0
90,2,5,1,3,23,0
96,1,3,2,5,25,0
98,2,5,4,6,25,0
100,4,6,2,7,25,0
102,2,7,4,6,26,0
106,4,6,3,4,27,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
24,4,0,5,2,7,1
38,5,2,3,3,13,1
48,5,5,3,6,22,1
12,7,6,5,5,6,0
20,7,1,6,3,10,0
28,5,5,3,4,11,0
30,6,3,5,5,10,0
38,5,5,4,3,11,0
40,4,3,2,2,10,0
10,7,6,6,4,5,1
22,7,1,6,3,11,1
24,6,4,4,3,9,1
26,6,3,5,5,7,1
30,4,3,6,4,9,1
32,6,4,4,5,8,1
4,7,6,5,5,2,1
12,7,1,5,2,6,1
16,5,5,4,3,7,1
36,5,2,4,0,15,1
6,7,6,5,5,3,1
14,5,5,3,4,5,1
18,3,4,1,3,5,1
22,7,1,5,2,11,1
30,5,2,6,4,9,1
46,6,4,5,2,15,1
50,5,2,3,3,13,1
54,3,3,5,2,14,1
56,5,2,4,4,14,1
58,4,4,3,6,15,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
38,5,5,6,3,17,1
44,6,3,7,1,12,1
50,7,1,6,3,14,1
56,6,3,5,5,15,1
60,5,2,7,1,29,1
64,7,1,6,3,17,1
68,5,5,7,4,20,1
70,7,4,6,2,18,1
74,6,2,4,1,19,1
82,6,3,5,1,25,1
10,7,1,6,3,5,1
12,7,6,5,5,6,1
18,6,3,5,1,6,1
26,5,5,3,4,10,1
50,5,1,3,0,20,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
24,5,2,3,1,11,1
26,5,5,6,3,11,1
38,6,3,4,2,12,1
44,4,2,6,3,12,1
48,6,3,4,2,13,1
50,4,2,6,3,13,1
56,6,3,4,2,15,1
70,4,2,3,4,21,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,5,2,4,4,9,1
8,7,6,5,5,4,1
20,7,1,6,3,10,1
24,6,3,5,5,7,1
38,5,5,3,4,17,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,3,4,3,1
16,5,2,4,4,7,1
22,3,4,1,3,8,1
8,7,6,5,5,4,1
14,7,1,6,3,7,1
16,6,3,4,2,4,1
18,5,5,3,4,7,1
22,3,4,2,6,6,1
28,2,6,4,5,8,1
40,4,2,5,4,16,1
12,7,6,5,5,6,1
16,7,1,6,3,8,1
28,6,3,4,2,10,1
30,4,2,6,3,8,1
32,5,5,4,3,13,1
34,4,3,2,4,9,1
40,6,3,4,4,12,1
56,4,4,3,6,18,1
58,3,6,2,4,15,1
60,2,4,3,6,21,1
62,3,6,2,4,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,5,2,4,4,9,1
32,4,3,2,4,11,1
6,7,1,5,2,3,1
12,7,6,6,4,6,1
30,6,4,4,3,12,1
38,4,3,6,4,11,1
40,6,4,7,2,10,1
42,5,2,6,4,19,1
70,7,2,5,1,25,1
4,7,1,5,2,2,1
22,7,6,6,4,11,1
24,6,4,5,6,6,1
38,5,6,4,4,13,1
6,7,1,5,2,3,1
12,7,6,6,4,6,1
